Item,Name,Category,Subsystem,Material,Class,Qty,Unit_Mass_kg,Unit_Cost_USD,Ext_Mass_kg,Ext_Cost_USD,Supplier,Lead_Weeks,Sample_PartID
11,"Main Bearing Cap 4 (Cross-Bolted)",BLK,MBC,"Steel AISI 4340",Class 3,1,1.766,10.6,1.766,10.6,"Carpenter Technology",4,TYV6-BLK-MBC-0004
12,"Block Top Deck Plate (Bore deck)",BLK,DCK,"Aluminum 6061-T6",Class 3,1,3.021,24.17,3.021,24.17,"Alcoa",4,TYV6-BLK-DCK-0001
13,"Cylinder Head A (DOHC 24-V Atkinson)",HEAD,CST,"Aluminum 6061-T6",Class 3,1,14.04,112.32,14.04,112.32,"Alcoa",4,TYV6-HEAD-CST-0001
14,"Head Gasket Bank A (MLS)",HEAD,GSK,"Stainless Steel 316",Class 3,1,0.48,5.76,0.48,5.76,"Carpenter Technology",4,TYV6-HEAD-GSK-0001
15,"Valve Cover Bank A",HEAD,COV,"Aluminum 6061-T6",Class 3,1,1.4,11.2,1.4,11.2,"Alcoa",4,TYV6-HEAD-COV-0001
16,"Cylinder Head B (DOHC 24-V Atkinson)",HEAD,CST,"Aluminum 6061-T6",Class 3,1,14.04,112.32,14.04,112.32,"Alcoa",4,TYV6-HEAD-CST-0002
17,"Head Gasket Bank B (MLS)",HEAD,GSK,"Stainless Steel 316",Class 3,1,0.48,5.76,0.48,5.76,"Carpenter Technology",4,TYV6-HEAD-GSK-0002
18,"Valve Cover Bank B",HEAD,COV,"Aluminum 6061-T6",Class 3,1,1.4,11.2,1.4,11.2,"Alcoa",4,TYV6-HEAD-COV-0002
19,"Crankshaft (Forged 4140 Steel, 6-throw)",CRNK,SFT,"Steel AISI 4340",Class 3,1,11.027,66.16,11.027,66.16,"Carpenter Technology",4,TYV6-CRNK-SFT-0001
20,"Crankshaft Counterweight 1",CRNK,CWT,"Steel AISI 4340",Class 3,1,2.194,13.17,2.194,13.17,"Carpenter Technology",4,TYV6-CRNK-CWT-0001
21,"Crankshaft Counterweight 2",CRNK,CWT,"Steel AISI 4340",Class 3,1,2.194,13.17,2.194,13.17,"Carpenter Technology",4,TYV6-CRNK-CWT-0002
22,"Crankshaft Counterweight 3",CRNK,CWT,"Steel AISI 4340",Class 3,1,2.194,13.17,2.194,13.17,"Carpenter Technology",4,TYV6-CRNK-CWT-0003
23,"Crankshaft Counterweight 4",CRNK,CWT,"Steel AISI 4340",Class 3,1,2.194,13.17,2.194,13.17,"Carpenter Technology",4,TYV6-CRNK-CWT-0004
24,"Crankshaft Counterweight 5",CRNK,CWT,"Steel AISI 4340",Class 3,1,2.194,13.17,2.194,13.17,"Carpenter Technology",4,TYV6-CRNK-CWT-0005
25,"Crankshaft Counterweight 6",CRNK,CWT,"Steel AISI 4340",Class 3,1,2.194,13.17,2.194,13.17,"Carpenter Technology",4,TYV6-CRNK-CWT-0006
26,"Crankshaft Counterweight 7",CRNK,CWT,"Steel AISI 4340",Class 3,1,2.194,13.17,2.194,13.17,"Carpenter Technology",4,TYV6-CRNK-CWT-0007
27,"Crankshaft Counterweight 8",CRNK,CWT,"Steel AISI 4340",Class 3,1,2.194,13.17,2.194,13.17,"Carpenter Technology",4,TYV6-CRNK-CWT-0008
28,"Main Bearing Upper Half 1",BRG,MBU,"Copper C11000",Class 3,1,0.106,1.69,0.106,1.69,"Mueller Industries",4,TYV6-BRG-MBU-0001
29,"Main Bearing Lower Half 1",BRG,MBL,"Copper C11000",Class 3,1,0.106,1.69,0.106,1.69,"Mueller Industries",4,TYV6-BRG-MBL-0001
30,"Main Bearing Upper Half 2",BRG,MBU,"Copper C11000",Class 3,1,0.106,1.69,0.106,1.69,"Mueller Industries",4,TYV6-BRG-MBU-0002
31,"Main Bearing Lower Half 2",BRG,MBL,"Copper C11000",Class 3,1,0.106,1.69,0.106,1.69,"Mueller Industries",4,TYV6-BRG-MBL-0002
32,"Main Bearing Upper Half 3",BRG,MBU,"Copper C11000",Class 3,1,0.106,1.69,0.106,1.69,"Mueller Industries",4,TYV6-BRG-MBU-0003
33,"Main Bearing Lower Half 3",BRG,MBL,"Copper C11000",Class 3,1,0.106,1.69,0.106,1.69,"Mueller Industries",4,TYV6-BRG-MBL-0003
34,"Main Bearing Upper Half 4",BRG,MBU,"Copper C11000",Class 3,1,0.106,1.69,0.106,1.69,"Mueller Industries",4,TYV6-BRG-MBU-0004
35,"Main Bearing Lower Half 4",BRG,MBL,"Copper C11000",Class 3,1,0.106,1.69,0.106,1.69,"Mueller Industries",4,TYV6-BRG-MBL-0004
36,"Thrust Bearing Washer 1",BRG,THR,"Copper C11000",Class 3,1,0.059,0.94,0.059,0.94,"Mueller Industries",4,TYV6-BRG-THR-0001
37,"Thrust Bearing Washer 2",BRG,THR,"Copper C11000",Class 3,1,0.059,0.94,0.059,0.94,"Mueller Industries",4,TYV6-BRG-THR-0002
38,"Crankshaft Front Damper Pulley (TVD)",CRNK,PUL,"Steel AISI 4340",Class 3,1,3.921,23.52,3.921,23.52,"Carpenter Technology",4,TYV6-CRNK-PUL-0001
39,"Crank Position Reluctor Ring (36-1 tooth)",CRNK,REL,"Steel AISI 1020",Class 3,1,0.152,0.76,0.152,0.76,"TBD",4,TYV6-CRNK-REL-0001
40,"Flexplate (interfaces to hybrid power-split)",CRNK,FLX,"Steel AISI 4340",Class 3,1,3.861,23.16,3.861,23.16,"Carpenter Technology",4,TYV6-CRNK-FLX-0001
41,"Connecting Rod 1-A",ROD,BDY,"Steel AISI 4340",Class 3,1,0.453,2.72,0.453,2.72,"Carpenter Technology",4,TYV6-ROD-BDY-0001
42,"Rod Big-End Cap 1-A",ROD,CAP,"Steel AISI 4340",Class 3,1,0.088,0.53,0.088,0.53,"Carpenter Technology",4,TYV6-ROD-CAP-0001
43,"Rod Bearing Half 1-A Up",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0001
44,"Rod Bearing Half 1-A Lo",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0002
45,"Wrist Pin 1-A",ROD,PIN,"Steel AISI 4340",Class 3,1,0.208,1.25,0.208,1.25,"Carpenter Technology",2,TYV6-ROD-PIN-0001
46,"Small-End Bushing 1-A",BRG,BUS,"Copper C11000",Class 3,1,0.018,0.28,0.018,0.28,"Mueller Industries",4,TYV6-BRG-BUS-0001
47,"Connecting Rod 2-A",ROD,BDY,"Steel AISI 4340",Class 3,1,0.453,2.72,0.453,2.72,"Carpenter Technology",4,TYV6-ROD-BDY-0002
48,"Rod Big-End Cap 2-A",ROD,CAP,"Steel AISI 4340",Class 3,1,0.088,0.53,0.088,0.53,"Carpenter Technology",4,TYV6-ROD-CAP-0002
49,"Rod Bearing Half 2-A Up",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0003
50,"Rod Bearing Half 2-A Lo",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0004
51,"Wrist Pin 2-A",ROD,PIN,"Steel AISI 4340",Class 3,1,0.208,1.25,0.208,1.25,"Carpenter Technology",2,TYV6-ROD-PIN-0002
52,"Small-End Bushing 2-A",BRG,BUS,"Copper C11000",Class 3,1,0.018,0.28,0.018,0.28,"Mueller Industries",4,TYV6-BRG-BUS-0002
53,"Connecting Rod 3-A",ROD,BDY,"Steel AISI 4340",Class 3,1,0.453,2.72,0.453,2.72,"Carpenter Technology",4,TYV6-ROD-BDY-0003
54,"Rod Big-End Cap 3-A",ROD,CAP,"Steel AISI 4340",Class 3,1,0.088,0.53,0.088,0.53,"Carpenter Technology",4,TYV6-ROD-CAP-0003
55,"Rod Bearing Half 3-A Up",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0005
56,"Rod Bearing Half 3-A Lo",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0006
57,"Wrist Pin 3-A",ROD,PIN,"Steel AISI 4340",Class 3,1,0.208,1.25,0.208,1.25,"Carpenter Technology",2,TYV6-ROD-PIN-0003
58,"Small-End Bushing 3-A",BRG,BUS,"Copper C11000",Class 3,1,0.018,0.28,0.018,0.28,"Mueller Industries",4,TYV6-BRG-BUS-0003
59,"Connecting Rod 1-B",ROD,BDY,"Steel AISI 4340",Class 3,1,0.453,2.72,0.453,2.72,"Carpenter Technology",4,TYV6-ROD-BDY-0004
60,"Rod Big-End Cap 1-B",ROD,CAP,"Steel AISI 4340",Class 3,1,0.088,0.53,0.088,0.53,"Carpenter Technology",4,TYV6-ROD-CAP-0004
61,"Rod Bearing Half 1-B Up",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0007
62,"Rod Bearing Half 1-B Lo",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0008
63,"Wrist Pin 1-B",ROD,PIN,"Steel AISI 4340",Class 3,1,0.208,1.25,0.208,1.25,"Carpenter Technology",2,TYV6-ROD-PIN-0004
64,"Small-End Bushing 1-B",BRG,BUS,"Copper C11000",Class 3,1,0.018,0.28,0.018,0.28,"Mueller Industries",4,TYV6-BRG-BUS-0004
65,"Connecting Rod 2-B",ROD,BDY,"Steel AISI 4340",Class 3,1,0.453,2.72,0.453,2.72,"Carpenter Technology",4,TYV6-ROD-BDY-0005
66,"Rod Big-End Cap 2-B",ROD,CAP,"Steel AISI 4340",Class 3,1,0.088,0.53,0.088,0.53,"Carpenter Technology",4,TYV6-ROD-CAP-0005
67,"Rod Bearing Half 2-B Up",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0009
68,"Rod Bearing Half 2-B Lo",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0010
69,"Wrist Pin 2-B",ROD,PIN,"Steel AISI 4340",Class 3,1,0.208,1.25,0.208,1.25,"Carpenter Technology",2,TYV6-ROD-PIN-0005
70,"Small-End Bushing 2-B",BRG,BUS,"Copper C11000",Class 3,1,0.018,0.28,0.018,0.28,"Mueller Industries",4,TYV6-BRG-BUS-0005
71,"Connecting Rod 3-B",ROD,BDY,"Steel AISI 4340",Class 3,1,0.453,2.72,0.453,2.72,"Carpenter Technology",4,TYV6-ROD-BDY-0006
72,"Rod Big-End Cap 3-B",ROD,CAP,"Steel AISI 4340",Class 3,1,0.088,0.53,0.088,0.53,"Carpenter Technology",4,TYV6-ROD-CAP-0006
73,"Rod Bearing Half 3-B Up",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0011
74,"Rod Bearing Half 3-B Lo",BRG,ROD,"Copper C11000",Class 3,1,0.087,1.39,0.087,1.39,"Mueller Industries",4,TYV6-BRG-ROD-0012
75,"Wrist Pin 3-B",ROD,PIN,"Steel AISI 4340",Class 3,1,0.208,1.25,0.208,1.25,"Carpenter Technology",2,TYV6-ROD-PIN-0006
76,"Small-End Bushing 3-B",BRG,BUS,"Copper C11000",Class 3,1,0.018,0.28,0.018,0.28,"Mueller Industries",4,TYV6-BRG-BUS-0006
77,"Piston 1-A (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1,1.068,8.54,1.068,8.54,"Alcoa",4,TYV6-PIST-BDY-0001
78,"Top Compression Ring 1-A",PIST,RG1,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG1-0001
79,"Second Compression Ring 1-A",PIST,RG2,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG2-0001
80,"Oil Control Ring 1-A pc1",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0001
81,"Oil Control Ring 1-A pc2",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0002
82,"Oil Control Ring 1-A pc3",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0003
83,"Wrist-Pin Circlip 1-A 1",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0001
84,"Wrist-Pin Circlip 1-A 2",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0002
85,"Piston 2-A (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1,1.068,8.54,1.068,8.54,"Alcoa",4,TYV6-PIST-BDY-0002
86,"Top Compression Ring 2-A",PIST,RG1,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG1-0002
87,"Second Compression Ring 2-A",PIST,RG2,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG2-0002
88,"Oil Control Ring 2-A pc1",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0004
89,"Oil Control Ring 2-A pc2",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0005
90,"Oil Control Ring 2-A pc3",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0006
91,"Wrist-Pin Circlip 2-A 1",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0003
92,"Wrist-Pin Circlip 2-A 2",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0004
93,"Piston 3-A (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1,1.068,8.54,1.068,8.54,"Alcoa",4,TYV6-PIST-BDY-0003
94,"Top Compression Ring 3-A",PIST,RG1,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG1-0003
95,"Second Compression Ring 3-A",PIST,RG2,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG2-0003
96,"Oil Control Ring 3-A pc1",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0007
97,"Oil Control Ring 3-A pc2",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0008
98,"Oil Control Ring 3-A pc3",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0009
99,"Wrist-Pin Circlip 3-A 1",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0005
100,"Wrist-Pin Circlip 3-A 2",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0006
101,"Piston 1-B (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1,1.068,8.54,1.068,8.54,"Alcoa",4,TYV6-PIST-BDY-0004
102,"Top Compression Ring 1-B",PIST,RG1,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG1-0004
103,"Second Compression Ring 1-B",PIST,RG2,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG2-0004
104,"Oil Control Ring 1-B pc1",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0010
105,"Oil Control Ring 1-B pc2",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0011
106,"Oil Control Ring 1-B pc3",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0012
107,"Wrist-Pin Circlip 1-B 1",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0007
108,"Wrist-Pin Circlip 1-B 2",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0008
109,"Piston 2-B (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1,1.068,8.54,1.068,8.54,"Alcoa",4,TYV6-PIST-BDY-0005
110,"Top Compression Ring 2-B",PIST,RG1,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG1-0005
111,"Second Compression Ring 2-B",PIST,RG2,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG2-0005
112,"Oil Control Ring 2-B pc1",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0013
113,"Oil Control Ring 2-B pc2",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0014
114,"Oil Control Ring 2-B pc3",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0015
115,"Wrist-Pin Circlip 2-B 1",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0009
116,"Wrist-Pin Circlip 2-B 2",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0010
117,"Piston 3-B (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1,1.068,8.54,1.068,8.54,"Alcoa",4,TYV6-PIST-BDY-0006
118,"Top Compression Ring 3-B",PIST,RG1,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG1-0006
119,"Second Compression Ring 3-B",PIST,RG2,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RG2-0006
120,"Oil Control Ring 3-B pc1",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0016
121,"Oil Control Ring 3-B pc2",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0017
122,"Oil Control Ring 3-B pc3",PIST,RGO,"Cast Iron",Class 3,1,0,0,0,0,"TBD",4,TYV6-PIST-RGO-0018
123,"Wrist-Pin Circlip 3-B 1",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0011
124,"Wrist-Pin Circlip 3-B 2",PIST,CLP,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-PIST-CLP-0012
125,"Camshaft A-IN (assembled, hollow)",CAM,IN,"Steel AISI 4340",Class 3,1,3.95,23.7,3.95,23.7,"Carpenter Technology",4,TYV6-CAM-IN-0001
126,"Camshaft A-IN Lobe 1",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0001
127,"Camshaft A-IN Lobe 2",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0002
128,"Camshaft A-IN Lobe 3",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0003
129,"Camshaft A-IN Lobe 4",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0004
130,"Camshaft A-IN Lobe 5",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0005
131,"Camshaft A-IN Lobe 6",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0006
132,"Camshaft A-IN Bearing 1",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0001
133,"Camshaft A-IN Bearing 2",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0002
134,"Camshaft A-IN Bearing 3",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0003
135,"Camshaft A-IN Bearing 4",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0004
136,"Camshaft A-IN Bearing 5",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0005
137,"Camshaft A-EX (assembled, hollow)",CAM,EX,"Steel AISI 4340",Class 3,1,3.95,23.7,3.95,23.7,"Carpenter Technology",4,TYV6-CAM-EX-0001
138,"Camshaft A-EX Lobe 1",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0007
139,"Camshaft A-EX Lobe 2",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0008
140,"Camshaft A-EX Lobe 3",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0009
141,"Camshaft A-EX Lobe 4",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0010
142,"Camshaft A-EX Lobe 5",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0011
143,"Camshaft A-EX Lobe 6",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0012
144,"Camshaft A-EX Bearing 1",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0006
145,"Camshaft A-EX Bearing 2",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0007
146,"Camshaft A-EX Bearing 3",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0008
147,"Camshaft A-EX Bearing 4",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0009
148,"Camshaft A-EX Bearing 5",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0010
149,"Camshaft B-IN (assembled, hollow)",CAM,IN,"Steel AISI 4340",Class 3,1,3.95,23.7,3.95,23.7,"Carpenter Technology",4,TYV6-CAM-IN-0002
150,"Camshaft B-IN Lobe 1",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0013
151,"Camshaft B-IN Lobe 2",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0014
152,"Camshaft B-IN Lobe 3",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0015
153,"Camshaft B-IN Lobe 4",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0016
154,"Camshaft B-IN Lobe 5",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0017
155,"Camshaft B-IN Lobe 6",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0018
156,"Camshaft B-IN Bearing 1",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0011
157,"Camshaft B-IN Bearing 2",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0012
158,"Camshaft B-IN Bearing 3",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0013
159,"Camshaft B-IN Bearing 4",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0014
160,"Camshaft B-IN Bearing 5",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0015
161,"Camshaft B-EX (assembled, hollow)",CAM,EX,"Steel AISI 4340",Class 3,1,3.95,23.7,3.95,23.7,"Carpenter Technology",4,TYV6-CAM-EX-0002
