Depth,PartID,Name,Category,Subsystem,Material,Class,Mass_kg,Unit_Cost_USD
0,TYV6-BRG-BUS-0001,"Small-End Bushing 1-A",BRG,BUS,"Copper C11000",Class 3,0.018,0.28
0,TYV6-ROD-BDY-0002,"Connecting Rod 2-A",ROD,BDY,"Steel AISI 4340",Class 3,0.453,2.72
0,TYV6-ROD-CAP-0002,"Rod Big-End Cap 2-A",ROD,CAP,"Steel AISI 4340",Class 3,0.088,0.53
0,TYV6-BRG-ROD-0003,"Rod Bearing Half 2-A Up",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-BRG-ROD-0004,"Rod Bearing Half 2-A Lo",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-ROD-PIN-0002,"Wrist Pin 2-A",ROD,PIN,"Steel AISI 4340",Class 3,0.208,1.25
0,TYV6-BRG-BUS-0002,"Small-End Bushing 2-A",BRG,BUS,"Copper C11000",Class 3,0.018,0.28
0,TYV6-ROD-BDY-0003,"Connecting Rod 3-A",ROD,BDY,"Steel AISI 4340",Class 3,0.453,2.72
0,TYV6-ROD-CAP-0003,"Rod Big-End Cap 3-A",ROD,CAP,"Steel AISI 4340",Class 3,0.088,0.53
0,TYV6-BRG-ROD-0005,"Rod Bearing Half 3-A Up",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-BRG-ROD-0006,"Rod Bearing Half 3-A Lo",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-ROD-PIN-0003,"Wrist Pin 3-A",ROD,PIN,"Steel AISI 4340",Class 3,0.208,1.25
0,TYV6-BRG-BUS-0003,"Small-End Bushing 3-A",BRG,BUS,"Copper C11000",Class 3,0.018,0.28
0,TYV6-ROD-BDY-0004,"Connecting Rod 1-B",ROD,BDY,"Steel AISI 4340",Class 3,0.453,2.72
0,TYV6-ROD-CAP-0004,"Rod Big-End Cap 1-B",ROD,CAP,"Steel AISI 4340",Class 3,0.088,0.53
0,TYV6-BRG-ROD-0007,"Rod Bearing Half 1-B Up",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-BRG-ROD-0008,"Rod Bearing Half 1-B Lo",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-ROD-PIN-0004,"Wrist Pin 1-B",ROD,PIN,"Steel AISI 4340",Class 3,0.208,1.25
0,TYV6-BRG-BUS-0004,"Small-End Bushing 1-B",BRG,BUS,"Copper C11000",Class 3,0.018,0.28
0,TYV6-ROD-BDY-0005,"Connecting Rod 2-B",ROD,BDY,"Steel AISI 4340",Class 3,0.453,2.72
0,TYV6-ROD-CAP-0005,"Rod Big-End Cap 2-B",ROD,CAP,"Steel AISI 4340",Class 3,0.088,0.53
0,TYV6-BRG-ROD-0009,"Rod Bearing Half 2-B Up",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-BRG-ROD-0010,"Rod Bearing Half 2-B Lo",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-ROD-PIN-0005,"Wrist Pin 2-B",ROD,PIN,"Steel AISI 4340",Class 3,0.208,1.25
0,TYV6-BRG-BUS-0005,"Small-End Bushing 2-B",BRG,BUS,"Copper C11000",Class 3,0.018,0.28
0,TYV6-ROD-BDY-0006,"Connecting Rod 3-B",ROD,BDY,"Steel AISI 4340",Class 3,0.453,2.72
0,TYV6-ROD-CAP-0006,"Rod Big-End Cap 3-B",ROD,CAP,"Steel AISI 4340",Class 3,0.088,0.53
0,TYV6-BRG-ROD-0011,"Rod Bearing Half 3-B Up",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-BRG-ROD-0012,"Rod Bearing Half 3-B Lo",BRG,ROD,"Copper C11000",Class 3,0.087,1.39
0,TYV6-ROD-PIN-0006,"Wrist Pin 3-B",ROD,PIN,"Steel AISI 4340",Class 3,0.208,1.25
0,TYV6-BRG-BUS-0006,"Small-End Bushing 3-B",BRG,BUS,"Copper C11000",Class 3,0.018,0.28
0,TYV6-PIST-BDY-0001,"Piston 1-A (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1.068,8.54
0,TYV6-PIST-RG1-0001,"Top Compression Ring 1-A",PIST,RG1,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RG2-0001,"Second Compression Ring 1-A",PIST,RG2,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0001,"Oil Control Ring 1-A pc1",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0002,"Oil Control Ring 1-A pc2",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0003,"Oil Control Ring 1-A pc3",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-CLP-0001,"Wrist-Pin Circlip 1-A 1",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-CLP-0002,"Wrist-Pin Circlip 1-A 2",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-BDY-0002,"Piston 2-A (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1.068,8.54
0,TYV6-PIST-RG1-0002,"Top Compression Ring 2-A",PIST,RG1,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RG2-0002,"Second Compression Ring 2-A",PIST,RG2,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0004,"Oil Control Ring 2-A pc1",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0005,"Oil Control Ring 2-A pc2",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0006,"Oil Control Ring 2-A pc3",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-CLP-0003,"Wrist-Pin Circlip 2-A 1",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-CLP-0004,"Wrist-Pin Circlip 2-A 2",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-BDY-0003,"Piston 3-A (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1.068,8.54
0,TYV6-PIST-RG1-0003,"Top Compression Ring 3-A",PIST,RG1,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RG2-0003,"Second Compression Ring 3-A",PIST,RG2,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0007,"Oil Control Ring 3-A pc1",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0008,"Oil Control Ring 3-A pc2",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0009,"Oil Control Ring 3-A pc3",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-CLP-0005,"Wrist-Pin Circlip 3-A 1",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-CLP-0006,"Wrist-Pin Circlip 3-A 2",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-BDY-0004,"Piston 1-B (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1.068,8.54
0,TYV6-PIST-RG1-0004,"Top Compression Ring 1-B",PIST,RG1,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RG2-0004,"Second Compression Ring 1-B",PIST,RG2,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0010,"Oil Control Ring 1-B pc1",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0011,"Oil Control Ring 1-B pc2",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0012,"Oil Control Ring 1-B pc3",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-CLP-0007,"Wrist-Pin Circlip 1-B 1",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-CLP-0008,"Wrist-Pin Circlip 1-B 2",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-BDY-0005,"Piston 2-B (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1.068,8.54
0,TYV6-PIST-RG1-0005,"Top Compression Ring 2-B",PIST,RG1,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RG2-0005,"Second Compression Ring 2-B",PIST,RG2,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0013,"Oil Control Ring 2-B pc1",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0014,"Oil Control Ring 2-B pc2",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0015,"Oil Control Ring 2-B pc3",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-CLP-0009,"Wrist-Pin Circlip 2-B 1",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-CLP-0010,"Wrist-Pin Circlip 2-B 2",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-BDY-0006,"Piston 3-B (forged AlSi)",PIST,BDY,"Aluminum 6061-T6",Class 3,1.068,8.54
0,TYV6-PIST-RG1-0006,"Top Compression Ring 3-B",PIST,RG1,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RG2-0006,"Second Compression Ring 3-B",PIST,RG2,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0016,"Oil Control Ring 3-B pc1",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0017,"Oil Control Ring 3-B pc2",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-RGO-0018,"Oil Control Ring 3-B pc3",PIST,RGO,"Cast Iron",Class 3,0,0
0,TYV6-PIST-CLP-0011,"Wrist-Pin Circlip 3-B 1",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-PIST-CLP-0012,"Wrist-Pin Circlip 3-B 2",PIST,CLP,"Steel AISI 4340",Class 3,0,0
0,TYV6-CAM-IN-0001,"Camshaft A-IN (assembled, hollow)",CAM,IN,"Steel AISI 4340",Class 3,3.95,23.7
0,TYV6-CAM-LBE-0001,"Camshaft A-IN Lobe 1",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0002,"Camshaft A-IN Lobe 2",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0003,"Camshaft A-IN Lobe 3",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0004,"Camshaft A-IN Lobe 4",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0005,"Camshaft A-IN Lobe 5",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0006,"Camshaft A-IN Lobe 6",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-BRG-CAM-0001,"Camshaft A-IN Bearing 1",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0002,"Camshaft A-IN Bearing 2",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0003,"Camshaft A-IN Bearing 3",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0004,"Camshaft A-IN Bearing 4",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0005,"Camshaft A-IN Bearing 5",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-CAM-EX-0001,"Camshaft A-EX (assembled, hollow)",CAM,EX,"Steel AISI 4340",Class 3,3.95,23.7
0,TYV6-CAM-LBE-0007,"Camshaft A-EX Lobe 1",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0008,"Camshaft A-EX Lobe 2",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0009,"Camshaft A-EX Lobe 3",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0010,"Camshaft A-EX Lobe 4",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0011,"Camshaft A-EX Lobe 5",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0012,"Camshaft A-EX Lobe 6",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-BRG-CAM-0006,"Camshaft A-EX Bearing 1",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0007,"Camshaft A-EX Bearing 2",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0008,"Camshaft A-EX Bearing 3",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0009,"Camshaft A-EX Bearing 4",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0010,"Camshaft A-EX Bearing 5",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-CAM-IN-0002,"Camshaft B-IN (assembled, hollow)",CAM,IN,"Steel AISI 4340",Class 3,3.95,23.7
0,TYV6-CAM-LBE-0013,"Camshaft B-IN Lobe 1",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0014,"Camshaft B-IN Lobe 2",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0015,"Camshaft B-IN Lobe 3",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0016,"Camshaft B-IN Lobe 4",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0017,"Camshaft B-IN Lobe 5",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0018,"Camshaft B-IN Lobe 6",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-BRG-CAM-0011,"Camshaft B-IN Bearing 1",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0012,"Camshaft B-IN Bearing 2",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0013,"Camshaft B-IN Bearing 3",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0014,"Camshaft B-IN Bearing 4",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0015,"Camshaft B-IN Bearing 5",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-CAM-EX-0002,"Camshaft B-EX (assembled, hollow)",CAM,EX,"Steel AISI 4340",Class 3,3.95,23.7
0,TYV6-CAM-LBE-0019,"Camshaft B-EX Lobe 1",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0020,"Camshaft B-EX Lobe 2",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0021,"Camshaft B-EX Lobe 3",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0022,"Camshaft B-EX Lobe 4",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0023,"Camshaft B-EX Lobe 5",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-CAM-LBE-0024,"Camshaft B-EX Lobe 6",CAM,LBE,"Steel AISI 4340",Class 3,0.18,1.08
0,TYV6-BRG-CAM-0016,"Camshaft B-EX Bearing 1",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0017,"Camshaft B-EX Bearing 2",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0018,"Camshaft B-EX Bearing 3",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0019,"Camshaft B-EX Bearing 4",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-BRG-CAM-0020,"Camshaft B-EX Bearing 5",BRG,CAM,"Copper C11000",Class 3,0.081,1.29
0,TYV6-VLV-IN-0001,"Valve 1-A-IN-1",VLV,IN,"Stainless Steel 316",Class 3,0.714,8.57
0,TYV6-VTR-SPR-0001,"Valve Spring Valve 1-A-IN-1",VTR,SPR,"Steel AISI 4340",Class 3,0.043,0.26
0,TYV6-VTR-RET-0001,"Valve Retainer Valve 1-A-IN-1",VTR,RET,"Steel AISI 4340",Class 3,0.032,0.19
0,TYV6-VTR-LFT-0001,"Hydraulic Lifter Valve 1-A-IN-1",VTR,LFT,"Steel AISI 4340",Class 3,0.154,0.92
0,TYV6-VTR-SET-0001,"Valve Seat Insert Valve 1-A-IN-1",VTR,SET,"Inconel 718",Class 3,0,0
0,TYV6-VTR-STM-0001,"Valve Stem Seal Valve 1-A-IN-1",VTR,STM,"Nylon 6/6",Class 3,0.003,0.02
0,TYV6-VTR-GUD-0001,"Valve Guide Valve 1-A-IN-1",VTR,GUD,"Cast Iron",Class 3,0.022,0.11
0,TYV6-VLV-IN-0002,"Valve 1-A-IN-2",VLV,IN,"Stainless Steel 316",Class 3,0.714,8.57
0,TYV6-VTR-SPR-0002,"Valve Spring Valve 1-A-IN-2",VTR,SPR,"Steel AISI 4340",Class 3,0.043,0.26
0,TYV6-VTR-RET-0002,"Valve Retainer Valve 1-A-IN-2",VTR,RET,"Steel AISI 4340",Class 3,0.032,0.19
0,TYV6-VTR-LFT-0002,"Hydraulic Lifter Valve 1-A-IN-2",VTR,LFT,"Steel AISI 4340",Class 3,0.154,0.92
0,TYV6-VTR-SET-0002,"Valve Seat Insert Valve 1-A-IN-2",VTR,SET,"Inconel 718",Class 3,0,0
0,TYV6-VTR-STM-0002,"Valve Stem Seal Valve 1-A-IN-2",VTR,STM,"Nylon 6/6",Class 3,0.003,0.02
0,TYV6-VTR-GUD-0002,"Valve Guide Valve 1-A-IN-2",VTR,GUD,"Cast Iron",Class 3,0.022,0.11
0,TYV6-VLV-EX-0001,"Valve 1-A-EX-1",VLV,EX,"Inconel 718",Class 3,0.731,69.46
0,TYV6-VTR-SPR-0003,"Valve Spring Valve 1-A-EX-1",VTR,SPR,"Steel AISI 4340",Class 3,0.043,0.26
0,TYV6-VTR-RET-0003,"Valve Retainer Valve 1-A-EX-1",VTR,RET,"Steel AISI 4340",Class 3,0.032,0.19
0,TYV6-VTR-LFT-0003,"Hydraulic Lifter Valve 1-A-EX-1",VTR,LFT,"Steel AISI 4340",Class 3,0.154,0.92
0,TYV6-VTR-SET-0003,"Valve Seat Insert Valve 1-A-EX-1",VTR,SET,"Inconel 718",Class 3,0,0
0,TYV6-VTR-STM-0003,"Valve Stem Seal Valve 1-A-EX-1",VTR,STM,"Nylon 6/6",Class 3,0.003,0.02
0,TYV6-VTR-GUD-0003,"Valve Guide Valve 1-A-EX-1",VTR,GUD,"Cast Iron",Class 3,0.022,0.11
0,TYV6-VLV-EX-0002,"Valve 1-A-EX-2",VLV,EX,"Inconel 718",Class 3,0.731,69.46
0,TYV6-VTR-SPR-0004,"Valve Spring Valve 1-A-EX-2",VTR,SPR,"Steel AISI 4340",Class 3,0.043,0.26
0,TYV6-VTR-RET-0004,"Valve Retainer Valve 1-A-EX-2",VTR,RET,"Steel AISI 4340",Class 3,0.032,0.19
0,TYV6-VTR-LFT-0004,"Hydraulic Lifter Valve 1-A-EX-2",VTR,LFT,"Steel AISI 4340",Class 3,0.154,0.92
0,TYV6-VTR-SET-0004,"Valve Seat Insert Valve 1-A-EX-2",VTR,SET,"Inconel 718",Class 3,0,0
0,TYV6-VTR-STM-0004,"Valve Stem Seal Valve 1-A-EX-2",VTR,STM,"Nylon 6/6",Class 3,0.003,0.02
0,TYV6-VTR-GUD-0004,"Valve Guide Valve 1-A-EX-2",VTR,GUD,"Cast Iron",Class 3,0.022,0.11
0,TYV6-VLV-IN-0003,"Valve 2-A-IN-1",VLV,IN,"Stainless Steel 316",Class 3,0.714,8.57
0,TYV6-VTR-SPR-0005,"Valve Spring Valve 2-A-IN-1",VTR,SPR,"Steel AISI 4340",Class 3,0.043,0.26
0,TYV6-VTR-RET-0005,"Valve Retainer Valve 2-A-IN-1",VTR,RET,"Steel AISI 4340",Class 3,0.032,0.19
0,TYV6-VTR-LFT-0005,"Hydraulic Lifter Valve 2-A-IN-1",VTR,LFT,"Steel AISI 4340",Class 3,0.154,0.92
0,TYV6-VTR-SET-0005,"Valve Seat Insert Valve 2-A-IN-1",VTR,SET,"Inconel 718",Class 3,0,0
0,TYV6-VTR-STM-0005,"Valve Stem Seal Valve 2-A-IN-1",VTR,STM,"Nylon 6/6",Class 3,0.003,0.02
0,TYV6-VTR-GUD-0005,"Valve Guide Valve 2-A-IN-1",VTR,GUD,"Cast Iron",Class 3,0.022,0.11
0,TYV6-VLV-IN-0004,"Valve 2-A-IN-2",VLV,IN,"Stainless Steel 316",Class 3,0.714,8.57
0,TYV6-VTR-SPR-0006,"Valve Spring Valve 2-A-IN-2",VTR,SPR,"Steel AISI 4340",Class 3,0.043,0.26
0,TYV6-VTR-RET-0006,"Valve Retainer Valve 2-A-IN-2",VTR,RET,"Steel AISI 4340",Class 3,0.032,0.19
0,TYV6-VTR-LFT-0006,"Hydraulic Lifter Valve 2-A-IN-2",VTR,LFT,"Steel AISI 4340",Class 3,0.154,0.92
0,TYV6-VTR-SET-0006,"Valve Seat Insert Valve 2-A-IN-2",VTR,SET,"Inconel 718",Class 3,0,0
0,TYV6-VTR-STM-0006,"Valve Stem Seal Valve 2-A-IN-2",VTR,STM,"Nylon 6/6",Class 3,0.003,0.02
