Depth,PartID,Name,Category,Subsystem,Material,Class,Mass_kg,Unit_Cost_USD
0,BTRM-CELL-468-0016,"4680 Cell 16",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0017,"4680 Cell 17",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0018,"4680 Cell 18",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0019,"4680 Cell 19",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0020,"4680 Cell 20",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0021,"4680 Cell 21",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0022,"4680 Cell 22",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0023,"4680 Cell 23",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0024,"4680 Cell 24",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0025,"4680 Cell 25",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0026,"4680 Cell 26",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0027,"4680 Cell 27",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0028,"4680 Cell 28",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0029,"4680 Cell 29",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0030,"4680 Cell 30",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0031,"4680 Cell 31",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0032,"4680 Cell 32",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0033,"4680 Cell 33",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0034,"4680 Cell 34",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0035,"4680 Cell 35",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0036,"4680 Cell 36",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0037,"4680 Cell 37",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0038,"4680 Cell 38",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0039,"4680 Cell 39",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0040,"4680 Cell 40",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0041,"4680 Cell 41",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0042,"4680 Cell 42",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0043,"4680 Cell 43",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0044,"4680 Cell 44",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0045,"4680 Cell 45",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0046,"4680 Cell 46",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0047,"4680 Cell 47",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0048,"4680 Cell 48",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0049,"4680 Cell 49",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0050,"4680 Cell 50",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0051,"4680 Cell 51",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0052,"4680 Cell 52",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0053,"4680 Cell 53",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0054,"4680 Cell 54",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0055,"4680 Cell 55",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0056,"4680 Cell 56",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0057,"4680 Cell 57",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0058,"4680 Cell 58",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0059,"4680 Cell 59",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0060,"4680 Cell 60",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0061,"4680 Cell 61",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0062,"4680 Cell 62",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0063,"4680 Cell 63",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0064,"4680 Cell 64",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0065,"4680 Cell 65",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0066,"4680 Cell 66",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0067,"4680 Cell 67",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0068,"4680 Cell 68",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0069,"4680 Cell 69",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0070,"4680 Cell 70",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0071,"4680 Cell 71",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0072,"4680 Cell 72",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0073,"4680 Cell 73",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0074,"4680 Cell 74",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0075,"4680 Cell 75",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0076,"4680 Cell 76",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0077,"4680 Cell 77",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0078,"4680 Cell 78",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0079,"4680 Cell 79",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0080,"4680 Cell 80",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0081,"4680 Cell 81",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0082,"4680 Cell 82",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0083,"4680 Cell 83",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0084,"4680 Cell 84",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0085,"4680 Cell 85",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0086,"4680 Cell 86",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0087,"4680 Cell 87",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0088,"4680 Cell 88",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0089,"4680 Cell 89",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0090,"4680 Cell 90",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0091,"4680 Cell 91",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0092,"4680 Cell 92",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0093,"4680 Cell 93",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0094,"4680 Cell 94",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0095,"4680 Cell 95",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-CELL-468-0096,"4680 Cell 96",CELL,468,"Steel AISI 1020",Class 3,0.357,1.78
0,BTRM-COOL-MAN-0001,"Coolant Manifold IN",COOL,MAN,"Aluminum 6061-T6",Class 3,0.489,3.91
0,BTRM-COOL-BRN-0001,"Manifold 1 Branch 1",COOL,BRN,"Aluminum 6061-T6",Class 3,0.004,0.03
0,BTRM-COOL-BRN-0002,"Manifold 1 Branch 2",COOL,BRN,"Aluminum 6061-T6",Class 3,0.004,0.03
0,BTRM-COOL-BRN-0003,"Manifold 1 Branch 3",COOL,BRN,"Aluminum 6061-T6",Class 3,0.004,0.03
0,BTRM-COOL-BRN-0004,"Manifold 1 Branch 4",COOL,BRN,"Aluminum 6061-T6",Class 3,0.004,0.03
0,BTRM-COOL-MAN-0002,"Coolant Manifold OUT",COOL,MAN,"Aluminum 6061-T6",Class 3,0.489,3.91
0,BTRM-COOL-BRN-0005,"Manifold 2 Branch 1",COOL,BRN,"Aluminum 6061-T6",Class 3,0.004,0.03
0,BTRM-COOL-BRN-0006,"Manifold 2 Branch 2",COOL,BRN,"Aluminum 6061-T6",Class 3,0.004,0.03
0,BTRM-COOL-BRN-0007,"Manifold 2 Branch 3",COOL,BRN,"Aluminum 6061-T6",Class 3,0.004,0.03
0,BTRM-COOL-BRN-0008,"Manifold 2 Branch 4",COOL,BRN,"Aluminum 6061-T6",Class 3,0.004,0.03
0,BTRM-COOL-HOS-0001,"Coolant Hose 1",COOL,HOS,"Nylon 6/6",Class 3,0.065,0.32
0,BTRM-COOL-HOS-0002,"Coolant Hose 2",COOL,HOS,"Nylon 6/6",Class 3,0.065,0.32
0,BTRM-COOL-HOS-0003,"Coolant Hose 3",COOL,HOS,"Nylon 6/6",Class 3,0.065,0.32
0,BTRM-COOL-HOS-0004,"Coolant Hose 4",COOL,HOS,"Nylon 6/6",Class 3,0.065,0.32
0,BTRM-COOL-HOS-0005,"Coolant Hose 5",COOL,HOS,"Nylon 6/6",Class 3,0.065,0.32
0,BTRM-COOL-HOS-0006,"Coolant Hose 6",COOL,HOS,"Nylon 6/6",Class 3,0.065,0.32
0,BTRM-COOL-HOS-0007,"Coolant Hose 7",COOL,HOS,"Nylon 6/6",Class 3,0.065,0.32
0,BTRM-COOL-HOS-0008,"Coolant Hose 8",COOL,HOS,"Nylon 6/6",Class 3,0.065,0.32
0,BTRM-COOL-FIT-0001,"Quick-Disconnect Fitting 1",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0002,"Quick-Disconnect Fitting 2",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0003,"Quick-Disconnect Fitting 3",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0004,"Quick-Disconnect Fitting 4",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0005,"Quick-Disconnect Fitting 5",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0006,"Quick-Disconnect Fitting 6",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0007,"Quick-Disconnect Fitting 7",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0008,"Quick-Disconnect Fitting 8",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0009,"Quick-Disconnect Fitting 9",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0010,"Quick-Disconnect Fitting 10",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0011,"Quick-Disconnect Fitting 11",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0012,"Quick-Disconnect Fitting 12",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0013,"Quick-Disconnect Fitting 13",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0014,"Quick-Disconnect Fitting 14",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0015,"Quick-Disconnect Fitting 15",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-FIT-0016,"Quick-Disconnect Fitting 16",COOL,FIT,"Stainless Steel 316",Class 3,0.086,1.04
0,BTRM-COOL-PMP-0001,"Coolant Pump (BLDC, 50W, 8 L/min)",COOL,PMP,"Aluminum 6061-T6",Class 3,1.358,10.87
0,BTRM-COOL-RES-0001,"Coolant Reservoir (1.5 L)",COOL,RES,"ABS Plastic",Class 3,0.447,2.23
0,BTRM-COOL-RAD-0001,"Radiator Core",COOL,RAD,"Aluminum 6061-T6",Class 3,2.916,23.33
0,BTRM-COOL-FAN-0001,"Radiator Fan Housing",COOL,FAN,"ABS Plastic",Class 3,0.197,0.99
0,BTRM-COOL-BLD-0001,"Radiator Fan Blade 1",COOL,BLD,"ABS Plastic",Class 3,0.007,0.04
0,BTRM-COOL-BLD-0002,"Radiator Fan Blade 2",COOL,BLD,"ABS Plastic",Class 3,0.007,0.04
0,BTRM-COOL-BLD-0003,"Radiator Fan Blade 3",COOL,BLD,"ABS Plastic",Class 3,0.007,0.04
0,BTRM-COOL-BLD-0004,"Radiator Fan Blade 4",COOL,BLD,"ABS Plastic",Class 3,0.007,0.04
0,BTRM-COOL-BLD-0005,"Radiator Fan Blade 5",COOL,BLD,"ABS Plastic",Class 3,0.007,0.04
0,BTRM-COOL-BLD-0006,"Radiator Fan Blade 6",COOL,BLD,"ABS Plastic",Class 3,0.007,0.04
0,BTRM-BMS-PCB-0001,"BMS PCB 1",BMS,PCB,"ABS Plastic",Class 3,0.109,0.55
0,BTRM-BMS-PCB-0002,"BMS PCB 2",BMS,PCB,"ABS Plastic",Class 3,0.109,0.55
0,BTRM-BMS-PCB-0003,"BMS PCB 3",BMS,PCB,"ABS Plastic",Class 3,0.109,0.55
0,BTRM-BMS-IC-0001,"Cell Monitor IC 1",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0002,"Cell Monitor IC 2",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0003,"Cell Monitor IC 3",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0004,"Cell Monitor IC 4",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0005,"Cell Monitor IC 5",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0006,"Cell Monitor IC 6",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0007,"Cell Monitor IC 7",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0008,"Cell Monitor IC 8",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0009,"Cell Monitor IC 9",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0010,"Cell Monitor IC 10",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0011,"Cell Monitor IC 11",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-IC-0012,"Cell Monitor IC 12",BMS,IC,"ABS Plastic",Class 3,0.001,0
0,BTRM-BMS-TMP-0001,"Temperature Sensor 1 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0002,"Temperature Sensor 2 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0003,"Temperature Sensor 3 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0004,"Temperature Sensor 4 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0005,"Temperature Sensor 5 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0006,"Temperature Sensor 6 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0007,"Temperature Sensor 7 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0008,"Temperature Sensor 8 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0009,"Temperature Sensor 9 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0010,"Temperature Sensor 10 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0011,"Temperature Sensor 11 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0012,"Temperature Sensor 12 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0013,"Temperature Sensor 13 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0014,"Temperature Sensor 14 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0015,"Temperature Sensor 15 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-TMP-0016,"Temperature Sensor 16 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,0,0.01
0,BTRM-BMS-SNS-0001,"Coolant Pressure Sensor 1",BMS,SNS,"Stainless Steel 316",Class 3,0.106,1.27
0,BTRM-BMS-SNS-0002,"Coolant Pressure Sensor 2",BMS,SNS,"Stainless Steel 316",Class 3,0.106,1.27
0,BTRM-BMS-SNS-0003,"Coolant Flow Sensor 3",BMS,SNS,"Stainless Steel 316",Class 3,0.106,1.27
0,BTRM-BMS-SNS-0004,"Coolant Flow Sensor 4",BMS,SNS,"Stainless Steel 316",Class 3,0.106,1.27
0,BTRM-BMS-MCU-0001,"BMS Main MCU + Communication Module",BMS,MCU,"ABS Plastic",Class 3,0.156,0.78
0,BTRM-ELEC-BUS-0001,"Bus Bar 1",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-BUS-0002,"Bus Bar 2",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-BUS-0003,"Bus Bar 3",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-BUS-0004,"Bus Bar 4",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-BUS-0005,"Bus Bar 5",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-BUS-0006,"Bus Bar 6",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-BUS-0007,"Bus Bar 7",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-BUS-0008,"Bus Bar 8",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-BUS-0009,"Bus Bar 9",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-BUS-0010,"Bus Bar 10",ELEC,BUS,"Copper C11000",Class 3,0.201,3.22
0,BTRM-ELEC-TAB-0001,"Cell Tab 1",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0002,"Cell Tab 2",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0003,"Cell Tab 3",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0004,"Cell Tab 4",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0005,"Cell Tab 5",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0006,"Cell Tab 6",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0007,"Cell Tab 7",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0008,"Cell Tab 8",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0009,"Cell Tab 9",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0010,"Cell Tab 10",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0011,"Cell Tab 11",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0012,"Cell Tab 12",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0013,"Cell Tab 13",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0014,"Cell Tab 14",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0015,"Cell Tab 15",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0016,"Cell Tab 16",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0017,"Cell Tab 17",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0018,"Cell Tab 18",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0019,"Cell Tab 19",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0020,"Cell Tab 20",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0021,"Cell Tab 21",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0022,"Cell Tab 22",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0023,"Cell Tab 23",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0024,"Cell Tab 24",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0025,"Cell Tab 25",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0026,"Cell Tab 26",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0027,"Cell Tab 27",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0028,"Cell Tab 28",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0029,"Cell Tab 29",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0030,"Cell Tab 30",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0031,"Cell Tab 31",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0032,"Cell Tab 32",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0033,"Cell Tab 33",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0034,"Cell Tab 34",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0035,"Cell Tab 35",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0036,"Cell Tab 36",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0037,"Cell Tab 37",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0038,"Cell Tab 38",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0039,"Cell Tab 39",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
0,BTRM-ELEC-TAB-0040,"Cell Tab 40",ELEC,TAB,"Aluminum 6061-T6",Class 3,0.001,0.01
