Depth,PartID,Name,Category,Subsystem,Material,Class,Mass_kg,Unit_Cost_USD
0,MRBR-SEAL-ORI-0002,"Chamber O-Ring Seal 2 (Viton)",SEAL,ORI,"Nylon 6/6",Class 3,0,0
0,MRBR-SEAL-ORI-0003,"Chamber O-Ring Seal 3 (Viton)",SEAL,ORI,"Nylon 6/6",Class 3,0,0
0,MRBR-SEAL-ORI-0004,"Chamber O-Ring Seal 4 (Viton)",SEAL,ORI,"Nylon 6/6",Class 3,0,0
0,MRBR-SNS-POS-0001,"Hall-Effect Position Sensor 1",SNS,POS,"ABS Plastic",Class 3,0,0
0,MRBR-SNS-POS-0002,"Hall-Effect Position Sensor 2",SNS,POS,"ABS Plastic",Class 3,0,0
0,MRBR-SNS-POS-0003,"Hall-Effect Position Sensor 3",SNS,POS,"ABS Plastic",Class 3,0,0
0,MRBR-SNS-CUR-0001,"Coil Current Sensor (LEM CASR-15)",SNS,CUR,"ABS Plastic",Class 3,0.003,0.02
0,MRBR-SNS-RTD-0001,"PT100 RTD Temperature Sensor",SNS,RTD,"Stainless Steel 316",Class 3,0.001,0.01
0,MRBR-SNS-TRQ-0001,"Reaction Torque Sensor (strain gauge)",SNS,TRQ,"Aluminum 6061-T6",Class 3,0.008,0.06
0,MRBR-WIR-LED-0001,"Wire Lead 1",WIR,LED,"Copper C11000",Class 3,0.002,0.03
0,MRBR-WIR-LED-0002,"Wire Lead 2",WIR,LED,"Copper C11000",Class 3,0.002,0.03
0,MRBR-WIR-LED-0003,"Wire Lead 3",WIR,LED,"Copper C11000",Class 3,0.002,0.03
0,MRBR-WIR-LED-0004,"Wire Lead 4",WIR,LED,"Copper C11000",Class 3,0.002,0.03
0,MRBR-WIR-LED-0005,"Wire Lead 5",WIR,LED,"Copper C11000",Class 3,0.002,0.03
0,MRBR-WIR-LED-0006,"Wire Lead 6",WIR,LED,"Copper C11000",Class 3,0.002,0.03
0,MRBR-WIR-CNN-0001,"M12 Connector (8-pin)",WIR,CNN,"ABS Plastic",Class 3,0.006,0.03
0,MRBR-FAS-BLT-0001,"M4 Socket-Head Cap Screw 1",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0002,"M4 Socket-Head Cap Screw 2",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0003,"M4 Socket-Head Cap Screw 3",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0004,"M4 Socket-Head Cap Screw 4",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0005,"M4 Socket-Head Cap Screw 5",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0006,"M4 Socket-Head Cap Screw 6",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0007,"M4 Socket-Head Cap Screw 7",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0008,"M4 Socket-Head Cap Screw 8",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0009,"M4 Socket-Head Cap Screw 9",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0010,"M4 Socket-Head Cap Screw 10",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0011,"M4 Socket-Head Cap Screw 11",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0012,"M4 Socket-Head Cap Screw 12",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0013,"M4 Socket-Head Cap Screw 13",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0014,"M4 Socket-Head Cap Screw 14",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0015,"M4 Socket-Head Cap Screw 15",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
0,MRBR-FAS-BLT-0016,"M4 Socket-Head Cap Screw 16",FAS,BLT,"Steel AISI 4340",Class 3,0.002,0.01
