Depth,PartID,Name,Category,Subsystem,Material,Class,Mass_kg,Unit_Cost_USD
0,STCL-BRG-WHB-0008,"Wheel Bearing R-1-2",BRG,WHB,"Steel AISI 4340",Class 3,0.028,0.17
0,STCL-WHL-ARM-0005,"Tri-Star Spider Arm R-2",WHL,ARM,"Steel AISI 4340",Class 3,0.773,4.64
0,STCL-WHL-WHB-0005,"Wheel Hub R-2",WHL,WHB,"Aluminum 6061-T6",Class 3,0.134,1.07
0,STCL-WHL-RIM-0005,"Wheel Rim R-2",WHL,RIM,"Aluminum 6061-T6",Class 3,0.385,3.08
0,STCL-WHL-TIR-0005,"Tire R-2",WHL,TIR,"Nylon 6/6",Class 3,0.945,4.72
0,STCL-BRG-WHB-0009,"Wheel Bearing R-2-1",BRG,WHB,"Steel AISI 4340",Class 3,0.028,0.17
0,STCL-BRG-WHB-0010,"Wheel Bearing R-2-2",BRG,WHB,"Steel AISI 4340",Class 3,0.028,0.17
0,STCL-WHL-ARM-0006,"Tri-Star Spider Arm R-3",WHL,ARM,"Steel AISI 4340",Class 3,0.773,4.64
0,STCL-WHL-WHB-0006,"Wheel Hub R-3",WHL,WHB,"Aluminum 6061-T6",Class 3,0.134,1.07
0,STCL-WHL-RIM-0006,"Wheel Rim R-3",WHL,RIM,"Aluminum 6061-T6",Class 3,0.385,3.08
0,STCL-WHL-TIR-0006,"Tire R-3",WHL,TIR,"Nylon 6/6",Class 3,0.945,4.72
0,STCL-BRG-WHB-0011,"Wheel Bearing R-3-1",BRG,WHB,"Steel AISI 4340",Class 3,0.028,0.17
0,STCL-BRG-WHB-0012,"Wheel Bearing R-3-2",BRG,WHB,"Steel AISI 4340",Class 3,0.028,0.17
0,STCL-AXL-MAI-0002,"Tri-Star Main Axle R",AXL,MAI,"Steel AISI 4340",Class 3,0.346,2.08
0,STCL-BRG-FRM-0002,"Frame-Axle Bearing R",BRG,FRM,"Steel AISI 4340",Class 3,0.156,0.93
0,STCL-CRGO-PLT-0001,"Cargo Platform",CRGO,PLT,"Aluminum 6061-T6",Class 3,3.038,24.3
0,STCL-CRGO-RAI-0001,"Cargo Edge Railing 1",CRGO,RAI,"Aluminum 6061-T6",Class 3,0.81,6.48
0,STCL-CRGO-RAI-0002,"Cargo Edge Railing 2",CRGO,RAI,"Aluminum 6061-T6",Class 3,0.81,6.48
0,STCL-CRGO-RAI-0003,"Cargo Edge Railing 3",CRGO,RAI,"Aluminum 6061-T6",Class 3,0.972,7.78
0,STCL-CRGO-RAI-0004,"Cargo Edge Railing 4",CRGO,RAI,"Aluminum 6061-T6",Class 3,0.972,7.78
0,STCL-LNK-ARM-0001,"Level Link Forward 1",LNK,ARM,"Steel AISI 1020",Class 3,0.061,0.3
0,STCL-LNK-ARM-0002,"Level Link Reverse 1",LNK,ARM,"Steel AISI 1020",Class 3,0.061,0.3
0,STCL-LNK-PIN-0001,"Linkage Pivot Pin 1-1",LNK,PIN,"Steel AISI 4340",Class 3,0.018,0.11
0,STCL-LNK-PIN-0002,"Linkage Pivot Pin 1-2",LNK,PIN,"Steel AISI 4340",Class 3,0.018,0.11
0,STCL-LNK-PIN-0003,"Linkage Pivot Pin 1-3",LNK,PIN,"Steel AISI 4340",Class 3,0.018,0.11
0,STCL-LNK-PIN-0004,"Linkage Pivot Pin 1-4",LNK,PIN,"Steel AISI 4340",Class 3,0.018,0.11
0,STCL-LNK-ARM-0003,"Level Link Forward 2",LNK,ARM,"Steel AISI 1020",Class 3,0.061,0.3
0,STCL-LNK-ARM-0004,"Level Link Reverse 2",LNK,ARM,"Steel AISI 1020",Class 3,0.061,0.3
0,STCL-LNK-PIN-0005,"Linkage Pivot Pin 2-1",LNK,PIN,"Steel AISI 4340",Class 3,0.018,0.11
0,STCL-LNK-PIN-0006,"Linkage Pivot Pin 2-2",LNK,PIN,"Steel AISI 4340",Class 3,0.018,0.11
0,STCL-LNK-PIN-0007,"Linkage Pivot Pin 2-3",LNK,PIN,"Steel AISI 4340",Class 3,0.018,0.11
0,STCL-LNK-PIN-0008,"Linkage Pivot Pin 2-4",LNK,PIN,"Steel AISI 4340",Class 3,0.018,0.11
0,STCL-HDL-EXT-0001,"Handle Vertical 1",HDL,EXT,"Steel AISI 1020",Class 3,0.309,1.55
0,STCL-HDL-EXT-0002,"Handle Vertical 2",HDL,EXT,"Steel AISI 1020",Class 3,0.309,1.55
0,STCL-HDL-GRP-0001,"Handle Grip",HDL,GRP,"Nylon 6/6",Class 3,0.302,1.51
0,STCL-HDL-CSH-0001,"Handle Cushion 1",HDL,CSH,"Nylon 6/6",Class 3,0.136,0.68
0,STCL-HDL-CSH-0002,"Handle Cushion 2",HDL,CSH,"Nylon 6/6",Class 3,0.136,0.68
0,STCL-DRV-MTR-0001,"BLDC Hub Motor L",DRV,MTR,"Aluminum 6061-T6",Class 3,3.236,25.89
0,STCL-DRV-ENC-0001,"Motor Encoder L",DRV,ENC,"Aluminum 6061-T6",Class 3,0.065,0.52
0,STCL-DRV-MTR-0002,"BLDC Hub Motor R",DRV,MTR,"Aluminum 6061-T6",Class 3,3.236,25.89
0,STCL-DRV-ENC-0002,"Motor Encoder R",DRV,ENC,"Aluminum 6061-T6",Class 3,0.065,0.52
0,STCL-DRV-PLY-0001,"Drive Pulley 1",DRV,PLY,"Aluminum 6061-T6",Class 3,0.091,0.72
0,STCL-DRV-PLY-0002,"Drive Pulley 2",DRV,PLY,"Aluminum 6061-T6",Class 3,0.091,0.72
0,STCL-DRV-PLY-0003,"Drive Pulley 3",DRV,PLY,"Aluminum 6061-T6",Class 3,0.091,0.72
0,STCL-DRV-PLY-0004,"Drive Pulley 4",DRV,PLY,"Aluminum 6061-T6",Class 3,0.091,0.72
0,STCL-BAT-PCK-0001,"Li-Ion Battery Pack 24V 10Ah",BAT,PCK,"ABS Plastic",Class 3,6.075,30.38
0,STCL-BAT-CTL-0001,"Motor Controller (BLDC dual-channel)",BAT,CTL,"Aluminum 6061-T6",Class 3,0.778,6.22
0,STCL-BAT-MCU-0001,"Microcontroller (control + safety logic)",BAT,MCU,"ABS Plastic",Class 3,0.085,0.43
0,STCL-BAT-IMU-0001,"IMU Sensor (level-keeping feedback)",BAT,IMU,"ABS Plastic",Class 3,0.006,0.03
0,STCL-BAT-WIR-0001,"Power/Signal Cable 1",BAT,WIR,"Copper C11000",Class 3,0.19,3.03
0,STCL-BAT-WIR-0002,"Power/Signal Cable 2",BAT,WIR,"Copper C11000",Class 3,0.19,3.03
0,STCL-BAT-WIR-0003,"Power/Signal Cable 3",BAT,WIR,"Copper C11000",Class 3,0.19,3.03
0,STCL-BAT-WIR-0004,"Power/Signal Cable 4",BAT,WIR,"Copper C11000",Class 3,0.19,3.03
0,STCL-BAT-WIR-0005,"Power/Signal Cable 5",BAT,WIR,"Copper C11000",Class 3,0.19,3.03
0,STCL-BAT-WIR-0006,"Power/Signal Cable 6",BAT,WIR,"Copper C11000",Class 3,0.19,3.03
0,STCL-BAT-WIR-0007,"Power/Signal Cable 7",BAT,WIR,"Copper C11000",Class 3,0.19,3.03
0,STCL-BAT-WIR-0008,"Power/Signal Cable 8",BAT,WIR,"Copper C11000",Class 3,0.19,3.03
0,STCL-FAS-BLT-0001,"M6 Bolt 1",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0001,"M6 Washer 1",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0001,"M6 Nut 1",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0002,"M6 Bolt 2",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0002,"M6 Washer 2",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0002,"M6 Nut 2",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0003,"M6 Bolt 3",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0003,"M6 Washer 3",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0003,"M6 Nut 3",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0004,"M6 Bolt 4",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0004,"M6 Washer 4",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0004,"M6 Nut 4",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0005,"M6 Bolt 5",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0005,"M6 Washer 5",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0005,"M6 Nut 5",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0006,"M6 Bolt 6",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0006,"M6 Washer 6",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0006,"M6 Nut 6",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0007,"M6 Bolt 7",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0007,"M6 Washer 7",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0007,"M6 Nut 7",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0008,"M6 Bolt 8",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0008,"M6 Washer 8",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0008,"M6 Nut 8",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0009,"M6 Bolt 9",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0009,"M6 Washer 9",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0009,"M6 Nut 9",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0010,"M6 Bolt 10",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0010,"M6 Washer 10",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0010,"M6 Nut 10",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0011,"M6 Bolt 11",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0011,"M6 Washer 11",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0011,"M6 Nut 11",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0012,"M6 Bolt 12",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0012,"M6 Washer 12",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0012,"M6 Nut 12",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0013,"M6 Bolt 13",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0013,"M6 Washer 13",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0013,"M6 Nut 13",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0014,"M6 Bolt 14",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0014,"M6 Washer 14",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0014,"M6 Nut 14",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0015,"M6 Bolt 15",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0015,"M6 Washer 15",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0015,"M6 Nut 15",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0016,"M6 Bolt 16",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0016,"M6 Washer 16",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0016,"M6 Nut 16",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0017,"M6 Bolt 17",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0017,"M6 Washer 17",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0017,"M6 Nut 17",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0018,"M6 Bolt 18",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0018,"M6 Washer 18",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0018,"M6 Nut 18",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0019,"M6 Bolt 19",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0019,"M6 Washer 19",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0019,"M6 Nut 19",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0020,"M6 Bolt 20",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0020,"M6 Washer 20",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0020,"M6 Nut 20",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0021,"M6 Bolt 21",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0021,"M6 Washer 21",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0021,"M6 Nut 21",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0022,"M6 Bolt 22",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0022,"M6 Washer 22",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0022,"M6 Nut 22",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0023,"M6 Bolt 23",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0023,"M6 Washer 23",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0023,"M6 Nut 23",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0024,"M6 Bolt 24",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0024,"M6 Washer 24",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0024,"M6 Nut 24",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0025,"M6 Bolt 25",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0025,"M6 Washer 25",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0025,"M6 Nut 25",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0026,"M6 Bolt 26",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0026,"M6 Washer 26",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0026,"M6 Nut 26",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0027,"M6 Bolt 27",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0027,"M6 Washer 27",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0027,"M6 Nut 27",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0028,"M6 Bolt 28",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0028,"M6 Washer 28",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0028,"M6 Nut 28",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0029,"M6 Bolt 29",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0029,"M6 Washer 29",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0029,"M6 Nut 29",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0030,"M6 Bolt 30",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0030,"M6 Washer 30",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0030,"M6 Nut 30",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0031,"M6 Bolt 31",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0031,"M6 Washer 31",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0031,"M6 Nut 31",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0032,"M6 Bolt 32",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0032,"M6 Washer 32",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0032,"M6 Nut 32",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0033,"M6 Bolt 33",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0033,"M6 Washer 33",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0033,"M6 Nut 33",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0034,"M6 Bolt 34",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0034,"M6 Washer 34",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0034,"M6 Nut 34",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0035,"M6 Bolt 35",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0035,"M6 Washer 35",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0035,"M6 Nut 35",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0036,"M6 Bolt 36",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0036,"M6 Washer 36",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0036,"M6 Nut 36",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0037,"M6 Bolt 37",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0037,"M6 Washer 37",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0037,"M6 Nut 37",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0038,"M6 Bolt 38",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0038,"M6 Washer 38",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0038,"M6 Nut 38",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0039,"M6 Bolt 39",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0039,"M6 Washer 39",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0039,"M6 Nut 39",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0040,"M6 Bolt 40",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0040,"M6 Washer 40",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0040,"M6 Nut 40",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0041,"M6 Bolt 41",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0041,"M6 Washer 41",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0041,"M6 Nut 41",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0042,"M6 Bolt 42",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0042,"M6 Washer 42",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0042,"M6 Nut 42",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0043,"M6 Bolt 43",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0043,"M6 Washer 43",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0043,"M6 Nut 43",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0044,"M6 Bolt 44",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0044,"M6 Washer 44",FAS,WSH,"Steel AISI 4340",Class 3,0,0
0,STCL-FAS-NUT-0044,"M6 Nut 44",FAS,NUT,"Steel AISI 4340",Class 3,0.003,0.02
0,STCL-FAS-BLT-0045,"M6 Bolt 45",FAS,BLT,"Steel AISI 4340",Class 3,0.005,0.03
0,STCL-FAS-WSH-0045,"M6 Washer 45",FAS,WSH,"Steel AISI 4340",Class 3,0,0
