Item,Name,Category,Subsystem,Material,Class,Qty,Unit_Mass_kg,Unit_Cost_USD,Ext_Mass_kg,Ext_Cost_USD,Supplier,Lead_Weeks,Sample_PartID
43,"Tri-Star Spider Arm R-2",WHL,ARM,"Steel AISI 4340",Class 3,1,0.773,4.64,0.773,4.64,"Carpenter Technology",4,STCL-WHL-ARM-0005
44,"Wheel Hub R-2",WHL,WHB,"Aluminum 6061-T6",Class 3,1,0.134,1.07,0.134,1.07,"Alcoa",4,STCL-WHL-WHB-0005
45,"Wheel Rim R-2",WHL,RIM,"Aluminum 6061-T6",Class 3,1,0.385,3.08,0.385,3.08,"Alcoa",4,STCL-WHL-RIM-0005
46,"Tire R-2",WHL,TIR,"Nylon 6/6",Class 3,1,0.945,4.72,0.945,4.72,"TBD",4,STCL-WHL-TIR-0005
47,"Wheel Bearing R-2-1",BRG,WHB,"Steel AISI 4340",Class 3,1,0.028,0.17,0.028,0.17,"Carpenter Technology",4,STCL-BRG-WHB-0009
48,"Wheel Bearing R-2-2",BRG,WHB,"Steel AISI 4340",Class 3,1,0.028,0.17,0.028,0.17,"Carpenter Technology",4,STCL-BRG-WHB-0010
49,"Tri-Star Spider Arm R-3",WHL,ARM,"Steel AISI 4340",Class 3,1,0.773,4.64,0.773,4.64,"Carpenter Technology",4,STCL-WHL-ARM-0006
50,"Wheel Hub R-3",WHL,WHB,"Aluminum 6061-T6",Class 3,1,0.134,1.07,0.134,1.07,"Alcoa",4,STCL-WHL-WHB-0006
51,"Wheel Rim R-3",WHL,RIM,"Aluminum 6061-T6",Class 3,1,0.385,3.08,0.385,3.08,"Alcoa",4,STCL-WHL-RIM-0006
52,"Tire R-3",WHL,TIR,"Nylon 6/6",Class 3,1,0.945,4.72,0.945,4.72,"TBD",4,STCL-WHL-TIR-0006
53,"Wheel Bearing R-3-1",BRG,WHB,"Steel AISI 4340",Class 3,1,0.028,0.17,0.028,0.17,"Carpenter Technology",4,STCL-BRG-WHB-0011
54,"Wheel Bearing R-3-2",BRG,WHB,"Steel AISI 4340",Class 3,1,0.028,0.17,0.028,0.17,"Carpenter Technology",4,STCL-BRG-WHB-0012
55,"Tri-Star Main Axle R",AXL,MAI,"Steel AISI 4340",Class 3,1,0.346,2.08,0.346,2.08,"Carpenter Technology",4,STCL-AXL-MAI-0002
56,"Frame-Axle Bearing R",BRG,FRM,"Steel AISI 4340",Class 3,1,0.156,0.93,0.156,0.93,"Carpenter Technology",4,STCL-BRG-FRM-0002
57,"Cargo Platform",CRGO,PLT,"Aluminum 6061-T6",Class 3,1,3.038,24.3,3.038,24.3,"Alcoa",4,STCL-CRGO-PLT-0001
58,"Cargo Edge Railing 1",CRGO,RAI,"Aluminum 6061-T6",Class 3,1,0.81,6.48,0.81,6.48,"Alcoa",4,STCL-CRGO-RAI-0001
59,"Cargo Edge Railing 2",CRGO,RAI,"Aluminum 6061-T6",Class 3,1,0.81,6.48,0.81,6.48,"Alcoa",4,STCL-CRGO-RAI-0002
60,"Cargo Edge Railing 3",CRGO,RAI,"Aluminum 6061-T6",Class 3,1,0.972,7.78,0.972,7.78,"Alcoa",4,STCL-CRGO-RAI-0003
61,"Cargo Edge Railing 4",CRGO,RAI,"Aluminum 6061-T6",Class 3,1,0.972,7.78,0.972,7.78,"Alcoa",4,STCL-CRGO-RAI-0004
62,"Level Link Forward 1",LNK,ARM,"Steel AISI 1020",Class 3,1,0.061,0.3,0.061,0.3,"TBD",4,STCL-LNK-ARM-0001
63,"Level Link Reverse 1",LNK,ARM,"Steel AISI 1020",Class 3,1,0.061,0.3,0.061,0.3,"TBD",4,STCL-LNK-ARM-0002
64,"Linkage Pivot Pin 1-1",LNK,PIN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",2,STCL-LNK-PIN-0001
65,"Linkage Pivot Pin 1-2",LNK,PIN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",2,STCL-LNK-PIN-0002
66,"Linkage Pivot Pin 1-3",LNK,PIN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",2,STCL-LNK-PIN-0003
67,"Linkage Pivot Pin 1-4",LNK,PIN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",2,STCL-LNK-PIN-0004
68,"Level Link Forward 2",LNK,ARM,"Steel AISI 1020",Class 3,1,0.061,0.3,0.061,0.3,"TBD",4,STCL-LNK-ARM-0003
69,"Level Link Reverse 2",LNK,ARM,"Steel AISI 1020",Class 3,1,0.061,0.3,0.061,0.3,"TBD",4,STCL-LNK-ARM-0004
70,"Linkage Pivot Pin 2-1",LNK,PIN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",2,STCL-LNK-PIN-0005
71,"Linkage Pivot Pin 2-2",LNK,PIN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",2,STCL-LNK-PIN-0006
72,"Linkage Pivot Pin 2-3",LNK,PIN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",2,STCL-LNK-PIN-0007
73,"Linkage Pivot Pin 2-4",LNK,PIN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",2,STCL-LNK-PIN-0008
74,"Handle Vertical 1",HDL,EXT,"Steel AISI 1020",Class 3,1,0.309,1.55,0.309,1.55,"TBD",4,STCL-HDL-EXT-0001
75,"Handle Vertical 2",HDL,EXT,"Steel AISI 1020",Class 3,1,0.309,1.55,0.309,1.55,"TBD",4,STCL-HDL-EXT-0002
76,"Handle Grip",HDL,GRP,"Nylon 6/6",Class 3,1,0.302,1.51,0.302,1.51,"TBD",4,STCL-HDL-GRP-0001
77,"Handle Cushion 1",HDL,CSH,"Nylon 6/6",Class 3,1,0.136,0.68,0.136,0.68,"TBD",4,STCL-HDL-CSH-0001
78,"Handle Cushion 2",HDL,CSH,"Nylon 6/6",Class 3,1,0.136,0.68,0.136,0.68,"TBD",4,STCL-HDL-CSH-0002
79,"BLDC Hub Motor L",DRV,MTR,"Aluminum 6061-T6",Class 3,1,3.236,25.89,3.236,25.89,"Alcoa",4,STCL-DRV-MTR-0001
80,"Motor Encoder L",DRV,ENC,"Aluminum 6061-T6",Class 3,1,0.065,0.52,0.065,0.52,"Alcoa",4,STCL-DRV-ENC-0001
81,"BLDC Hub Motor R",DRV,MTR,"Aluminum 6061-T6",Class 3,1,3.236,25.89,3.236,25.89,"Alcoa",4,STCL-DRV-MTR-0002
82,"Motor Encoder R",DRV,ENC,"Aluminum 6061-T6",Class 3,1,0.065,0.52,0.065,0.52,"Alcoa",4,STCL-DRV-ENC-0002
83,"Drive Pulley 1",DRV,PLY,"Aluminum 6061-T6",Class 3,1,0.091,0.72,0.091,0.72,"Alcoa",4,STCL-DRV-PLY-0001
84,"Drive Pulley 2",DRV,PLY,"Aluminum 6061-T6",Class 3,1,0.091,0.72,0.091,0.72,"Alcoa",4,STCL-DRV-PLY-0002
85,"Drive Pulley 3",DRV,PLY,"Aluminum 6061-T6",Class 3,1,0.091,0.72,0.091,0.72,"Alcoa",4,STCL-DRV-PLY-0003
86,"Drive Pulley 4",DRV,PLY,"Aluminum 6061-T6",Class 3,1,0.091,0.72,0.091,0.72,"Alcoa",4,STCL-DRV-PLY-0004
87,"Li-Ion Battery Pack 24V 10Ah",BAT,PCK,"ABS Plastic",Class 3,1,6.075,30.38,6.075,30.38,"TBD",4,STCL-BAT-PCK-0001
88,"Motor Controller (BLDC dual-channel)",BAT,CTL,"Aluminum 6061-T6",Class 3,1,0.778,6.22,0.778,6.22,"Alcoa",4,STCL-BAT-CTL-0001
89,"Microcontroller (control + safety logic)",BAT,MCU,"ABS Plastic",Class 3,1,0.085,0.43,0.085,0.43,"TBD",4,STCL-BAT-MCU-0001
90,"IMU Sensor (level-keeping feedback)",BAT,IMU,"ABS Plastic",Class 3,1,0.006,0.03,0.006,0.03,"TBD",4,STCL-BAT-IMU-0001
91,"Power/Signal Cable 1",BAT,WIR,"Copper C11000",Class 3,1,0.19,3.03,0.19,3.03,"Mueller Industries",4,STCL-BAT-WIR-0001
92,"Power/Signal Cable 2",BAT,WIR,"Copper C11000",Class 3,1,0.19,3.03,0.19,3.03,"Mueller Industries",4,STCL-BAT-WIR-0002
93,"Power/Signal Cable 3",BAT,WIR,"Copper C11000",Class 3,1,0.19,3.03,0.19,3.03,"Mueller Industries",4,STCL-BAT-WIR-0003
94,"Power/Signal Cable 4",BAT,WIR,"Copper C11000",Class 3,1,0.19,3.03,0.19,3.03,"Mueller Industries",4,STCL-BAT-WIR-0004
95,"Power/Signal Cable 5",BAT,WIR,"Copper C11000",Class 3,1,0.19,3.03,0.19,3.03,"Mueller Industries",4,STCL-BAT-WIR-0005
96,"Power/Signal Cable 6",BAT,WIR,"Copper C11000",Class 3,1,0.19,3.03,0.19,3.03,"Mueller Industries",4,STCL-BAT-WIR-0006
97,"Power/Signal Cable 7",BAT,WIR,"Copper C11000",Class 3,1,0.19,3.03,0.19,3.03,"Mueller Industries",4,STCL-BAT-WIR-0007
98,"Power/Signal Cable 8",BAT,WIR,"Copper C11000",Class 3,1,0.19,3.03,0.19,3.03,"Mueller Industries",4,STCL-BAT-WIR-0008
99,"M6 Bolt 1",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0001
100,"M6 Washer 1",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0001
101,"M6 Nut 1",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0001
102,"M6 Bolt 2",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0002
103,"M6 Washer 2",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0002
104,"M6 Nut 2",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0002
105,"M6 Bolt 3",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0003
106,"M6 Washer 3",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0003
107,"M6 Nut 3",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0003
108,"M6 Bolt 4",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0004
109,"M6 Washer 4",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0004
110,"M6 Nut 4",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0004
111,"M6 Bolt 5",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0005
112,"M6 Washer 5",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0005
113,"M6 Nut 5",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0005
114,"M6 Bolt 6",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0006
115,"M6 Washer 6",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0006
116,"M6 Nut 6",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0006
117,"M6 Bolt 7",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0007
118,"M6 Washer 7",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0007
119,"M6 Nut 7",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0007
120,"M6 Bolt 8",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0008
121,"M6 Washer 8",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0008
122,"M6 Nut 8",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0008
123,"M6 Bolt 9",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0009
124,"M6 Washer 9",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0009
125,"M6 Nut 9",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0009
126,"M6 Bolt 10",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0010
127,"M6 Washer 10",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0010
128,"M6 Nut 10",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0010
129,"M6 Bolt 11",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0011
130,"M6 Washer 11",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0011
131,"M6 Nut 11",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0011
132,"M6 Bolt 12",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0012
133,"M6 Washer 12",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0012
134,"M6 Nut 12",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0012
135,"M6 Bolt 13",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0013
136,"M6 Washer 13",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0013
137,"M6 Nut 13",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0013
138,"M6 Bolt 14",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0014
139,"M6 Washer 14",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0014
140,"M6 Nut 14",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0014
141,"M6 Bolt 15",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0015
142,"M6 Washer 15",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0015
143,"M6 Nut 15",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0015
144,"M6 Bolt 16",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0016
145,"M6 Washer 16",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0016
146,"M6 Nut 16",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0016
147,"M6 Bolt 17",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0017
148,"M6 Washer 17",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0017
149,"M6 Nut 17",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0017
150,"M6 Bolt 18",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0018
151,"M6 Washer 18",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0018
152,"M6 Nut 18",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0018
153,"M6 Bolt 19",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0019
154,"M6 Washer 19",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0019
155,"M6 Nut 19",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0019
156,"M6 Bolt 20",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0020
157,"M6 Washer 20",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0020
158,"M6 Nut 20",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0020
159,"M6 Bolt 21",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0021
160,"M6 Washer 21",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0021
161,"M6 Nut 21",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0021
162,"M6 Bolt 22",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0022
163,"M6 Washer 22",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0022
164,"M6 Nut 22",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0022
165,"M6 Bolt 23",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0023
166,"M6 Washer 23",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0023
167,"M6 Nut 23",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0023
168,"M6 Bolt 24",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0024
169,"M6 Washer 24",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,STCL-FAS-WSH-0024
170,"M6 Nut 24",FAS,NUT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,STCL-FAS-NUT-0024
171,"M6 Bolt 25",FAS,BLT,"Steel AISI 4340",Class 3,1,0.005,0.03,0.005,0.03,"Carpenter Technology",2,STCL-FAS-BLT-0025
