Item,Name,Category,Subsystem,Material,Class,Qty,Unit_Mass_kg,Unit_Cost_USD,Ext_Mass_kg,Ext_Cost_USD,Supplier,Lead_Weeks,Sample_PartID
22,"4680 Cell 19",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0019
23,"4680 Cell 20",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0020
24,"4680 Cell 21",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0021
25,"4680 Cell 22",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0022
26,"4680 Cell 23",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0023
27,"4680 Cell 24",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0024
28,"4680 Cell 25",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0025
29,"4680 Cell 26",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0026
30,"4680 Cell 27",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0027
31,"4680 Cell 28",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0028
32,"4680 Cell 29",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0029
33,"4680 Cell 30",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0030
34,"4680 Cell 31",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0031
35,"4680 Cell 32",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0032
36,"4680 Cell 33",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0033
37,"4680 Cell 34",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0034
38,"4680 Cell 35",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0035
39,"4680 Cell 36",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0036
40,"4680 Cell 37",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0037
41,"4680 Cell 38",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0038
42,"4680 Cell 39",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0039
43,"4680 Cell 40",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0040
44,"4680 Cell 41",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0041
45,"4680 Cell 42",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0042
46,"4680 Cell 43",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0043
47,"4680 Cell 44",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0044
48,"4680 Cell 45",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0045
49,"4680 Cell 46",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0046
50,"4680 Cell 47",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0047
51,"4680 Cell 48",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0048
52,"4680 Cell 49",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0049
53,"4680 Cell 50",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0050
54,"4680 Cell 51",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0051
55,"4680 Cell 52",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0052
56,"4680 Cell 53",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0053
57,"4680 Cell 54",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0054
58,"4680 Cell 55",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0055
59,"4680 Cell 56",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0056
60,"4680 Cell 57",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0057
61,"4680 Cell 58",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0058
62,"4680 Cell 59",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0059
63,"4680 Cell 60",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0060
64,"4680 Cell 61",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0061
65,"4680 Cell 62",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0062
66,"4680 Cell 63",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0063
67,"4680 Cell 64",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0064
68,"4680 Cell 65",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0065
69,"4680 Cell 66",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0066
70,"4680 Cell 67",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0067
71,"4680 Cell 68",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0068
72,"4680 Cell 69",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0069
73,"4680 Cell 70",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0070
74,"4680 Cell 71",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0071
75,"4680 Cell 72",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0072
76,"4680 Cell 73",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0073
77,"4680 Cell 74",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0074
78,"4680 Cell 75",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0075
79,"4680 Cell 76",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0076
80,"4680 Cell 77",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0077
81,"4680 Cell 78",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0078
82,"4680 Cell 79",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0079
83,"4680 Cell 80",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0080
84,"4680 Cell 81",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0081
85,"4680 Cell 82",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0082
86,"4680 Cell 83",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0083
87,"4680 Cell 84",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0084
88,"4680 Cell 85",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0085
89,"4680 Cell 86",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0086
90,"4680 Cell 87",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0087
91,"4680 Cell 88",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0088
92,"4680 Cell 89",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0089
93,"4680 Cell 90",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0090
94,"4680 Cell 91",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0091
95,"4680 Cell 92",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0092
96,"4680 Cell 93",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0093
97,"4680 Cell 94",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0094
98,"4680 Cell 95",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0095
99,"4680 Cell 96",CELL,468,"Steel AISI 1020",Class 3,1,0.357,1.78,0.357,1.78,"TBD",4,BTRM-CELL-468-0096
100,"Coolant Manifold IN",COOL,MAN,"Aluminum 6061-T6",Class 3,1,0.489,3.91,0.489,3.91,"Alcoa",4,BTRM-COOL-MAN-0001
101,"Manifold 1 Branch 1",COOL,BRN,"Aluminum 6061-T6",Class 3,1,0.004,0.03,0.004,0.03,"Alcoa",4,BTRM-COOL-BRN-0001
102,"Manifold 1 Branch 2",COOL,BRN,"Aluminum 6061-T6",Class 3,1,0.004,0.03,0.004,0.03,"Alcoa",4,BTRM-COOL-BRN-0002
103,"Manifold 1 Branch 3",COOL,BRN,"Aluminum 6061-T6",Class 3,1,0.004,0.03,0.004,0.03,"Alcoa",4,BTRM-COOL-BRN-0003
104,"Manifold 1 Branch 4",COOL,BRN,"Aluminum 6061-T6",Class 3,1,0.004,0.03,0.004,0.03,"Alcoa",4,BTRM-COOL-BRN-0004
105,"Coolant Manifold OUT",COOL,MAN,"Aluminum 6061-T6",Class 3,1,0.489,3.91,0.489,3.91,"Alcoa",4,BTRM-COOL-MAN-0002
106,"Manifold 2 Branch 1",COOL,BRN,"Aluminum 6061-T6",Class 3,1,0.004,0.03,0.004,0.03,"Alcoa",4,BTRM-COOL-BRN-0005
107,"Manifold 2 Branch 2",COOL,BRN,"Aluminum 6061-T6",Class 3,1,0.004,0.03,0.004,0.03,"Alcoa",4,BTRM-COOL-BRN-0006
108,"Manifold 2 Branch 3",COOL,BRN,"Aluminum 6061-T6",Class 3,1,0.004,0.03,0.004,0.03,"Alcoa",4,BTRM-COOL-BRN-0007
109,"Manifold 2 Branch 4",COOL,BRN,"Aluminum 6061-T6",Class 3,1,0.004,0.03,0.004,0.03,"Alcoa",4,BTRM-COOL-BRN-0008
110,"Coolant Hose 1",COOL,HOS,"Nylon 6/6",Class 3,1,0.065,0.32,0.065,0.32,"TBD",4,BTRM-COOL-HOS-0001
111,"Coolant Hose 2",COOL,HOS,"Nylon 6/6",Class 3,1,0.065,0.32,0.065,0.32,"TBD",4,BTRM-COOL-HOS-0002
112,"Coolant Hose 3",COOL,HOS,"Nylon 6/6",Class 3,1,0.065,0.32,0.065,0.32,"TBD",4,BTRM-COOL-HOS-0003
113,"Coolant Hose 4",COOL,HOS,"Nylon 6/6",Class 3,1,0.065,0.32,0.065,0.32,"TBD",4,BTRM-COOL-HOS-0004
114,"Coolant Hose 5",COOL,HOS,"Nylon 6/6",Class 3,1,0.065,0.32,0.065,0.32,"TBD",4,BTRM-COOL-HOS-0005
115,"Coolant Hose 6",COOL,HOS,"Nylon 6/6",Class 3,1,0.065,0.32,0.065,0.32,"TBD",4,BTRM-COOL-HOS-0006
116,"Coolant Hose 7",COOL,HOS,"Nylon 6/6",Class 3,1,0.065,0.32,0.065,0.32,"TBD",4,BTRM-COOL-HOS-0007
117,"Coolant Hose 8",COOL,HOS,"Nylon 6/6",Class 3,1,0.065,0.32,0.065,0.32,"TBD",4,BTRM-COOL-HOS-0008
118,"Quick-Disconnect Fitting 1",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0001
119,"Quick-Disconnect Fitting 2",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0002
120,"Quick-Disconnect Fitting 3",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0003
121,"Quick-Disconnect Fitting 4",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0004
122,"Quick-Disconnect Fitting 5",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0005
123,"Quick-Disconnect Fitting 6",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0006
124,"Quick-Disconnect Fitting 7",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0007
125,"Quick-Disconnect Fitting 8",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0008
126,"Quick-Disconnect Fitting 9",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0009
127,"Quick-Disconnect Fitting 10",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0010
128,"Quick-Disconnect Fitting 11",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0011
129,"Quick-Disconnect Fitting 12",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0012
130,"Quick-Disconnect Fitting 13",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0013
131,"Quick-Disconnect Fitting 14",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0014
132,"Quick-Disconnect Fitting 15",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0015
133,"Quick-Disconnect Fitting 16",COOL,FIT,"Stainless Steel 316",Class 3,1,0.086,1.04,0.086,1.04,"Carpenter Technology",4,BTRM-COOL-FIT-0016
134,"Coolant Pump (BLDC, 50W, 8 L/min)",COOL,PMP,"Aluminum 6061-T6",Class 3,1,1.358,10.87,1.358,10.87,"Alcoa",4,BTRM-COOL-PMP-0001
135,"Coolant Reservoir (1.5 L)",COOL,RES,"ABS Plastic",Class 3,1,0.447,2.23,0.447,2.23,"TBD",4,BTRM-COOL-RES-0001
136,"Radiator Core",COOL,RAD,"Aluminum 6061-T6",Class 3,1,2.916,23.33,2.916,23.33,"Alcoa",4,BTRM-COOL-RAD-0001
137,"Radiator Fan Housing",COOL,FAN,"ABS Plastic",Class 3,1,0.197,0.99,0.197,0.99,"TBD",4,BTRM-COOL-FAN-0001
138,"Radiator Fan Blade 1",COOL,BLD,"ABS Plastic",Class 3,1,0.007,0.04,0.007,0.04,"TBD",6,BTRM-COOL-BLD-0001
139,"Radiator Fan Blade 2",COOL,BLD,"ABS Plastic",Class 3,1,0.007,0.04,0.007,0.04,"TBD",6,BTRM-COOL-BLD-0002
140,"Radiator Fan Blade 3",COOL,BLD,"ABS Plastic",Class 3,1,0.007,0.04,0.007,0.04,"TBD",6,BTRM-COOL-BLD-0003
141,"Radiator Fan Blade 4",COOL,BLD,"ABS Plastic",Class 3,1,0.007,0.04,0.007,0.04,"TBD",6,BTRM-COOL-BLD-0004
142,"Radiator Fan Blade 5",COOL,BLD,"ABS Plastic",Class 3,1,0.007,0.04,0.007,0.04,"TBD",6,BTRM-COOL-BLD-0005
143,"Radiator Fan Blade 6",COOL,BLD,"ABS Plastic",Class 3,1,0.007,0.04,0.007,0.04,"TBD",6,BTRM-COOL-BLD-0006
144,"BMS PCB 1",BMS,PCB,"ABS Plastic",Class 3,1,0.109,0.55,0.109,0.55,"TBD",4,BTRM-BMS-PCB-0001
145,"BMS PCB 2",BMS,PCB,"ABS Plastic",Class 3,1,0.109,0.55,0.109,0.55,"TBD",4,BTRM-BMS-PCB-0002
146,"BMS PCB 3",BMS,PCB,"ABS Plastic",Class 3,1,0.109,0.55,0.109,0.55,"TBD",4,BTRM-BMS-PCB-0003
147,"Cell Monitor IC 1",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0001
148,"Cell Monitor IC 2",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0002
149,"Cell Monitor IC 3",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0003
150,"Cell Monitor IC 4",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0004
151,"Cell Monitor IC 5",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0005
152,"Cell Monitor IC 6",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0006
153,"Cell Monitor IC 7",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0007
154,"Cell Monitor IC 8",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0008
155,"Cell Monitor IC 9",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0009
156,"Cell Monitor IC 10",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0010
157,"Cell Monitor IC 11",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0011
158,"Cell Monitor IC 12",BMS,IC,"ABS Plastic",Class 3,1,0.001,0,0.001,0,"TBD",4,BTRM-BMS-IC-0012
159,"Temperature Sensor 1 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0001
160,"Temperature Sensor 2 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0002
161,"Temperature Sensor 3 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0003
162,"Temperature Sensor 4 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0004
163,"Temperature Sensor 5 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0005
164,"Temperature Sensor 6 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0006
165,"Temperature Sensor 7 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0007
166,"Temperature Sensor 8 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0008
167,"Temperature Sensor 9 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0009
168,"Temperature Sensor 10 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0010
169,"Temperature Sensor 11 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0011
170,"Temperature Sensor 12 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0012
171,"Temperature Sensor 13 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0013
172,"Temperature Sensor 14 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0014
173,"Temperature Sensor 15 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0015
174,"Temperature Sensor 16 (NTC 10k)",BMS,TMP,"Stainless Steel 316",Class 3,1,0,0.01,0,0.01,"Carpenter Technology",4,BTRM-BMS-TMP-0016
175,"Coolant Pressure Sensor 1",BMS,SNS,"Stainless Steel 316",Class 3,1,0.106,1.27,0.106,1.27,"Carpenter Technology",4,BTRM-BMS-SNS-0001
176,"Coolant Pressure Sensor 2",BMS,SNS,"Stainless Steel 316",Class 3,1,0.106,1.27,0.106,1.27,"Carpenter Technology",4,BTRM-BMS-SNS-0002
177,"Coolant Flow Sensor 3",BMS,SNS,"Stainless Steel 316",Class 3,1,0.106,1.27,0.106,1.27,"Carpenter Technology",4,BTRM-BMS-SNS-0003
