# MAKEOFFSET decomposition census, all 600 parts. BEFORE = ac0ca610 (fixed 24 samples per curved edge),
# AFTER = 483378aa (shipped kOffsetInputDeflection = 3.125e-3 mm chord-deflection budget).
# hausdorff_mm = two-sided max deviation between the two arms' answers, both sampled at 1e-5 x the
# part diagonal in the face's own plane frame (FORGE_MO_DUMP). class is derived from enc_area vs src_enc_area.
part	class	native_status	occt_status	native_edges_BEFORE	native_edges_AFTER	occt_edges	hausdorff_mm_BEFORE	hausdorff_mm_AFTER	src_enc_area	native_enc_area	occt_enc_area	src_outer_wire_kinds	agree_BEFORE	agree_AFTER	part_diag
ho475	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	16536.96	13621.25227	13621.25227	Line:4	True	True	216.2939897
ho481	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	16126.8864	13583.48192	13583.48192	Line:4	True	True	198.9018602
ho482	TESSELLATION	OK	OK	24	512	1	4.508528e-01	1.675475e-03	8725.113647	7583.319312	7583.530206	Circle:1	False	False	174.7158837
ho486	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	28528.5	24094.08239	24094.08239	Line:4	True	True	255.7420184
ho487	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	9977.35	8376.37749	8376.37749	Line:4	True	True	159.1216516
ho488	TESSELLATION	OK	OK	100	132	8	2.333881e-03	2.124753e-03	7767.219573	6132.72756	6132.718007	Line:4|Circle:4	False	False	165.1019139
ho49	AGREE	OK	OK	4	4	4	0.000000e+00	0.000000e+00	22224.81	19276.04757	19276.04757	Line:4	True	True	222.9318057
ho491	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	16533.97	14160.39898	14160.39898	Line:4	True	True	199.4416957
ho492	AGREE	OK	OK	4	4	4	1.065814e-14	1.065814e-14	7512.48	6311.477436	6311.477436	Line:4	True	True	148.33597
ho497	AGREE	OK	OK	4	4	4	0.000000e+00	0.000000e+00	27822.24	23846.47314	23846.47314	Line:4	True	True	249.9675379
ho498	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	15192.25	12510.91972	12510.91972	Line:4	True	True	201.6889437
ho5	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	17149.89058	14264.28072	14264.28072	Line:4	True	True	206.6797523
ho50	AGREE	OK	OK	4	4	4	2.009718e-14	2.009718e-14	16497.87	14391.61115	14391.61115	Line:4	True	True	189.6833941
ho503	TESSELLATION	OK	OK	354	1013	16	1.428775e-01	4.990538e-03	8619.370327	4799.44896	4800.747826	Line:5|Circle:9	False	False	197.5686969
ho504	AGREE	OK	OK	4	4	4	0.000000e+00	0.000000e+00	13882.64	11358.05375	11358.05375	Line:4	True	True	209.1828387
ho505	TESSELLATION	OK	OK	100	260	8	7.997576e-03	2.290696e-03	27327.60311	21813.99588	21813.79955	Line:4|Circle:4	False	False	294.0196881
ho509	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	28306.32	23364.18649	23364.18649	Line:4	True	True	274.5131873
ho511	AGREE	OK	OK	4	4	4	2.929643e-14	2.929643e-14	23717.48	19879.26264	19879.26264	Line:4	True	True	240.6218818
ho512	TESSELLATION	OK	OK	100	260	8	6.319652e-03	1.374022e-03	11353.78851	9286.695647	9286.453529	Line:4|Circle:4	False	False	180.8024625
ho515	TESSELLATION	OK	OK	304	1103	22	2.914905e-01	8.406709e-03	15219.46634	8074.343583	8077.022636	Line:5|Circle:11	False	False	261.3148675
ho517	TESSELLATION	OK	OK	24	512	1	4.296134e-01	1.578963e-03	7923.248531	6886.388652	6886.580164	Circle:1	False	False	165.099364
ho519	OPPOSITE_DIRECTION	OK	OK	24	256	1	3.543475e+00	3.378996e+00	1182.369782	985.3660235	1397.179724	Circle:1	False	False	196.6378418
ho522	TESSELLATION	OK	OK	216	633	13	7.714043e-02	3.117335e-03	14906.64659	9797.660555	9799.260601	Line:5|Circle:8	False	False	246.1417072
ho524	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	15209.52	12933.5083	12933.5083	Line:4	True	True	192.7560635
ho526	OPPOSITE_DIRECTION	OK	OK	24	512	1	8.312832e+00	7.921030e+00	6618.738656	5525.766907	7810.086725	Circle:1	False	False	216.2391486
ho528	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	16765.29	13830.90025	13830.90025	Line:4	True	True	209.0513334
ho533	TESSELLATION	OK	OK	316	929	16	5.704318e-02	2.446238e-03	9049.723707	5229.904109	5231.107433	Line:5|Circle:9	False	False	208.3514872
ho534	AGREE	OK	OK	4	4	4	1.004859e-14	1.004859e-14	15681.6	13590.01317	13590.01317	Line:4	True	True	187.5139461
ho535	TESSELLATION	OK	OK	100	132	8	2.178854e-03	2.025115e-03	6816.451222	5400.803956	5400.793409	Line:4|Circle:4	False	False	160.901105
ho536	OPPOSITE_DIRECTION	OK	OK	24	256	1	7.116474e+00	6.784932e+00	4802.898147	4005.489354	5672.096911	Circle:1	False	False	280.2100196
ho539	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	28835.1	25001.41486	25001.41486	Line:4	True	True	254.1480868
ho541	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	22621.35	19215.07187	19215.07187	Line:4	True	True	234.2262795
ho542	TESSELLATION	OK	OK	253	210	76	5.849016e-03	3.130641e-03	17131.91163	13517.35614	13517.50848	BSpline:8	False	False	246.9903437
ho547	AGREE	OK	OK	4	4	4	4.263256e-14	4.263256e-14	24222.66	19858.49039	19858.49039	Line:4	True	True	260.232473
ho549	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	12734.7	10189.83533	10189.83533	Line:4	True	True	214.3426462
ho55	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	26128.9	21757.75495	21757.75495	Line:4	True	True	270.5140477
ho550	TESSELLATION	OK	OK	100	260	8	6.206502e-03	1.422966e-03	12395.05417	10029.86486	10029.70491	Line:4|Circle:4	False	False	191.6409664
ho552	OPPOSITE_DIRECTION	OK	OK	24	256	1	3.836022e+00	3.658074e+00	1385.442326	1154.579158	1637.174461	Circle:1	False	False	206.902439
ho554	TESSELLATION	OK	OK	225	979	13	1.298664e-01	3.579696e-03	22355.42027	14656.28529	14658.64763	Line:5|Circle:8	False	False	294.3087664
ho555	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	19784.14	16749.30625	16749.30625	Line:4	True	True	222.2705783
ho559	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	29795.04	25091.9063	25091.9063	Line:4	True	True	256.2633801
ho56	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	9753.03	8289.789237	8289.789237	Line:4	True	True	161.4569292
ho560	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	8841.2	7171.444265	7171.444265	Line:4	True	True	174.4126142
ho561	TESSELLATION	OK	OK	100	132	8	4.659884e-03	2.621287e-03	7504.265108	6064.043455	6064.004147	Line:4|Circle:4	False	False	151.222186
ho566	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	4168	3278.724085	3278.724085	Line:4	True	True	152.1033201
ho57	TESSELLATION	OK	OK	100	132	8	5.148442e-03	2.896112e-03	14609.13988	11438.3083	11438.09877	Line:4|Circle:4	False	False	235.1843919
ho571	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	32471.78	27459.00517	27459.00517	Line:4	True	True	280.5739475
ho572	OPPOSITE_DIRECTION	OK	OK	24	512	1	7.364505e+00	6.927885e+00	8219.419344	7143.801671	9370.208689	Circle:1	False	False	181.1656976
ho573	TESSELLATION	OK	OK	100	260	8	7.414099e-03	1.579751e-03	15848.35605	12884.07333	12883.81759	Line:4|Circle:4	False	False	213.455149
ho574	OPPOSITE_DIRECTION	OK	OK	24	256	1	3.893788e+00	3.711464e+00	1452.201169	1212.29251	1713.589772	Circle:1	False	False	201.4189031
ho577	TESSELLATION	OK	OK	275	994	19	1.112111e-01	4.343213e-03	22304.31797	13770.3253	13773.02753	Line:5|Circle:11	False	False	294.9207012
ho579	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	16579.96	13772.521	13772.521	Line:4	True	True	208.3822689
ho583	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	26918.79391	22502.73284	22502.73284	Line:4	True	True	251.9828962
ho585	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	18425.2	15982.53614	15982.53614	Line:4	True	True	206.7560882
ho586	TESSELLATION	OK	OK	102	277	31	7.366954e-03	4.075619e-03	16963.07141	13749.16218	13748.8766	BSpline:8	False	False	215.5050214
ho59	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	17023.84	14324.56869	14324.56869	Line:4	True	True	212.3416351
ho591	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	12896.41	10817.5849	10817.5849	Line:4	True	True	184.8776352
ho594	OPPOSITE_DIRECTION	OK	OK	24	256	1	5.465934e+00	5.210695e+00	2846.31429	2374.829036	3360.139404	Circle:1	False	False	196.9514024
ho597	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	41336.24	34975.37895	34975.37895	Line:4	True	True	304.4348206
ho598	AGREE	OK	OK	4	4	4	2.131628e-14	2.131628e-14	14957.8	12712.21795	12712.21795	Line:4	True	True	184.6179027
ho599	TESSELLATION	OK	OK	100	260	8	6.134552e-03	2.055574e-03	20304.15276	15940.74276	15940.36765	Line:4|Circle:4	False	False	272.485148
ho6	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	10181.25	8582.126462	8582.126462	Line:4	True	True	160.940082
ho602	TESSELLATION	OK	OK	531	285	26	6.107347e-02	4.042340e-03	7336.725404	5478.776527	5479.291756	Line:4|Circle:1|BSpline:20	False	False	291.6718838
ho606	AGREE	OK	OK	4	4	4	1.004859e-14	1.004859e-14	13053.6	11127.56722	11127.56722	Line:4	True	True	177.7450984
ho607	TESSELLATION	OK	OK	100	260	8	6.045415e-03	2.152575e-03	20720.98793	16208.05828	16207.71966	Line:4|Circle:4	False	False	278.9996184
ho61	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	19400.5	16357.79833	16357.79833	Line:4	True	True	213.0861094
ho611	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	17828.44	15336.0758	15336.0758	Line:4	True	True	206.319873
ho612	AGREE	OK	OK	4	4	4	4.263256e-14	4.263256e-14	14506.74	11841.70228	11841.70228	Line:4	True	True	222.6350601
ho613	TESSELLATION	OK	OK	100	132	8	4.674149e-03	2.629312e-03	10180.18337	8074.573492	8074.555984	Line:4|Circle:4	False	False	187.3908625
ho614	OPPOSITE_DIRECTION	OK	OK	24	256	1	3.708645e+00	3.535670e+00	1307.405167	1090.592528	1543.712156	Circle:1	False	False	194.3719911
ho616	TESSELLATION	OK	OK	548	531	26	9.916127e-02	5.570613e-03	13933.32498	10276.49047	10278.07462	Line:4|Circle:1|BSpline:21	False	False	398.7820543
ho617	OPPOSITE_DIRECTION	OK	OK	24	512	1	9.313386e+00	8.772359e+00	12619.85403	10933.50952	14426.74039	Circle:1	False	False	228.1280772
ho619	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	26902.32	22073.26417	22073.26417	Line:4	True	True	266.6769769
ho62	TESSELLATION	OK	OK	100	132	8	5.224890e-03	2.957688e-03	16919.03958	13140.99227	13140.81602	Line:4|Circle:4	False	False	261.1833073
ho621	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	22810.26	19516.56677	19516.56677	Line:4	True	True	229.0963334
ho624	TESSELLATION	OK	OK	989	81	47	6.330686e-03	6.330686e-03	25808.00678	21466.35201	21466.38164	Line:3|BSpline:44	False	False	317.2575905
ho625	OPPOSITE_DIRECTION	OK	OK	24	512	1	1.139528e+01	1.074745e+01	18094.5414	15622.69731	20747.33987	Circle:1	False	False	270.1252101
ho627	TESSELLATION	OK	OK	283	758	20	8.543347e-02	3.766772e-03	13647.3525	8530.133673	8531.504999	Line:5|Circle:11	False	False	222.4339453
ho628	AGREE	OK	OK	4	4	4	2.131628e-14	2.131628e-14	11284.49	9546.553278	9546.553278	Line:4	True	True	166.1400313
ho629	TESSELLATION	OK	OK	100	260	8	5.559800e-03	2.015490e-03	19148.28451	14873.15012	14872.90221	Line:4|Circle:4	False	False	275.6844437
ho633	AGREE	OK	OK	1124	48	48	1.103059e-13	1.734656e-13	17986.67636	15283.11194	15283.11194	BSpline:48	False	True	252.8625322
ho636	TESSELLATION	OK	OK	329	890	16	6.368586e-02	2.986219e-03	16840.16206	10593.92409	10595.57145	Line:5|Circle:9	False	False	264.4180591
ho637	AGREE	OK	OK	4	4	4	2.561898e-14	2.561898e-14	20126.08	16731.90865	16731.90865	Line:4	True	True	231.8037963
ho638	TESSELLATION	OK	OK	100	132	8	4.819969e-03	2.711339e-03	13119.84339	10251.71434	10251.53938	Line:4|Circle:4	False	False	221.3654008
ho642	TESSELLATION	OK	OK	1071	83	49	4.683632e-03	4.683632e-03	16933.01046	14258.29005	14258.30626	Line:3|BSpline:46	False	False	249.5688359
ho645	AGREE	OK	OK	4	4	4	2.929643e-14	2.929643e-14	21750.08	18187.58201	18187.58201	Line:4	True	True	232.2884844
ho646	TESSELLATION	OK	OK	100	260	8	6.941088e-03	1.596628e-03	15569.10377	12608.56426	12608.3633	Line:4|Circle:4	False	False	208.0303365
ho650	TESSELLATION	OK	OK	1095	85	51	7.499286e-03	7.499286e-03	31068.82945	25928.38703	25928.41988	Line:3|BSpline:48	False	False	330.8567017
ho653	TESSELLATION	OK	OK	244	1018	15	1.330667e-01	2.975098e-03	26666.43331	17170.95411	17173.28015	Line:5|Circle:11	False	False	311.5889761
ho654	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	9705.84	8331.522423	8331.522423	Line:4	True	True	147.6293331
ho655	TESSELLATION	OK	OK	253	255	76	6.215780e-03	3.092847e-03	16382.23164	13092.03115	13092.36495	BSpline:8	False	False	238.5348888
ho66	AGREE	OK	OK	4	4	4	0.000000e+00	0.000000e+00	29360.32	25952.24866	25952.24866	Line:4	True	True	259.9440132
ho660	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	23856.36	20732.22353	20732.22353	Line:4	True	True	239.2805257
ho661	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	19264.2	16329.02954	16329.02954	Line:4	True	True	211.329624
ho662	TESSELLATION	OK	OK	100	132	8	4.080193e-03	2.295199e-03	9477.247893	7405.517263	7405.392668	Line:4|Circle:4	False	False	190.1084675
ho665	TESSELLATION	OK	OK	532	288	25	8.649025e-02	4.695687e-03	10147.35754	7463.546711	7464.526103	Line:4|Circle:1|BSpline:20	False	False	352.5463286
ho668	TESSELLATION	OK	OK	318	875	18	2.222010e-01	9.720384e-03	22819.02797	14385.97594	14390.77687	Line:5|Circle:9	False	False	305.6171952
ho669	AGREE	OK	OK	4	4	4	2.009718e-14	2.009718e-14	12561.64	10466.7716	10466.7716	Line:4	True	True	183.2301558
ho670	TESSELLATION	OK	OK	253	303	37	7.411420e-03	1.065254e-03	15394.28568	12560.16123	12560.68165	BSpline:8	False	False	222.4384423
ho676	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	35626.47	30113.37967	30113.37967	Line:4	True	True	289.8140611
ho677	AGREE	OK	OK	4	4	4	2.561898e-14	2.561898e-14	14868	12811.84409	12811.84409	Line:4	True	True	183.4285965
ho678	OPPOSITE_DIRECTION	OK	OK	24	256	1	6.972286e+00	6.648959e+00	4568.989288	3806.990866	5399.933648	Circle:1	False	False	216.1352826
ho68	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	10661.31	9019.502622	9019.502622	Line:4	True	True	152.9039568
ho680	TESSELLATION	OK	OK	1007	81	47	6.683622e-03	6.683622e-03	28715.87188	24320.49872	24320.52512	Line:3|BSpline:44	False	False	322.311456
ho682	TESSELLATION	OK	OK	321	894	16	8.144271e-02	2.868102e-03	16130.10684	10165.0235	10166.79619	Line:5|Circle:9	False	False	248.7513819
ho683	AGREE	OK	OK	4	4	4	0.000000e+00	0.000000e+00	15122.29	13032.72456	13032.72456	Line:4	True	True	189.5248269
ho684	TESSELLATION	OK	OK	252	262	65	6.214446e-03	2.788718e-03	18322.24509	14484.58974	14483.6487	BSpline:8	False	False	254.2981331
ho687	TESSELLATION	OK	OK	1021	81	47	5.836409e-03	5.836409e-03	27231.8725	23034.95038	23034.97556	Line:3|BSpline:44	False	False	308.4722035
ho69	TESSELLATION	OK	OK	253	167	68	5.491829e-03	3.069157e-03	16450.34049	12905.11589	12905.64623	BSpline:8	False	False	249.0953497
ho690	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	18575.75	16038.3523	16038.3523	Line:4	True	True	205.0871766
ho694	TESSELLATION	OK	OK	565	525	26	8.973373e-02	5.248350e-03	12210.17829	9119.705437	9120.909102	Line:4|Circle:1|BSpline:22	False	False	345.8783945
ho696	AGREE	OK	OK	4	4	4	2.009718e-14	2.009718e-14	24118.02	20638.63809	20638.63809	Line:4	True	True	229.4368323
ho697	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	12926.5	11366.52264	11366.52264	Line:4	True	True	183.2600611
ho7	TESSELLATION	OK	OK	100	132	8	5.360471e-03	3.015383e-03	13034.09738	10368.07913	10368.05272	Line:4|Circle:4	False	False	203.4134031
ho701	TESSELLATION	OK	OK	548	285	26	7.427240e-02	4.645663e-03	9690.204971	7264.974968	7265.669414	Line:4|Circle:1|BSpline:22	False	False	316.0703626
ho704	TESSELLATION	OK	OK	298	1041	19	1.709069e-01	2.197698e-03	11623.23601	7263.645576	7265.05442	Line:5|Circle:11	False	False	212.0294791
ho706	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	17475.08	14533.47928	14533.47928	Line:4	True	True	213.349502
ho707	NOT_BOTH_OK	OK	TIMEOUT	253	191	0			16755.02305	13156.63575	0	-	False	False	250.7563497
ho708	OPPOSITE_DIRECTION	OK	OK	24	256	1	4.296247e+00	4.095278e+00	1764.601134	1472.808875	2082.54593	Circle:1	False	False	213.1388494
ho710	TESSELLATION	OK	OK	1083	85	51	8.737413e-03	8.737413e-03	41454.08519	34535.39773	34535.44232	Line:3|BSpline:48	False	False	375.6984148
ho713	TESSELLATION	OK	OK	24	512	1	5.383605e-01	1.989601e-03	12441.28748	10813.18358	10813.4843	Circle:1	False	False	207.224902
ho714	TESSELLATION	OK	OK	100	132	8	5.485519e-03	3.085726e-03	12167.5864	9758.293015	9758.252076	Line:4|Circle:4	False	False	198.9269704
ho716	TESSELLATION	OK	OK	1029	81	47	6.025785e-03	6.025785e-03	29254.89373	24753.89738	24753.92422	Line:3|BSpline:44	False	False	320.080026
ho719	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	28795.62	24825.18709	24825.18709	Line:4	True	True	253.4082477
ho72	TESSELLATION	OK	OK	90	438	6	2.122521e-01	2.104752e-03	19670.98666	15405.50687	15406.04674	Line:5|Circle:1	False	False	238.4034345
ho721	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	16121.7	13303.96244	13303.96244	Line:4	True	True	217.4866663
ho722	TESSELLATION	OK	OK	253	266	52	7.655505e-03	3.969965e-03	17518.06635	14195.7434	14194.79814	BSpline:8	False	False	225.2526961
ho725	AGREE	OK	OK	1124	48	48	1.065814e-13	9.871175e-14	14816.13918	12603.74411	12603.74411	BSpline:48	False	True	235.589671
ho728	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	27708.48	22812.02076	22812.02076	Line:4	True	True	262.8688646
ho73	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	10710.87	9128.821727	9128.821727	Line:4	True	True	168.4575317
ho730	AGREE	OK	OK	4	4	4	3.177644e-14	3.177644e-14	19266.1	16493.35295	16493.35295	Line:4	True	True	210.6644251
ho731	TESSELLATION	OK	OK	100	132	8	5.127110e-03	1.360045e-03	8518.70169	6904.86123	6904.807849	Line:4|Circle:4	False	False	154.7149805
ho732	OPPOSITE_DIRECTION	OK	OK	24	256	1	5.120819e+00	4.882593e+00	2480.632914	2068.260614	2930.182874	Circle:1	False	False	210.4152814
ho734	AGREE	OK	OK	1116	48	48	1.145716e-13	1.084596e-13	17399.58041	14732.80184	14732.80184	BSpline:48	False	True	249.8568271
ho737	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	25086.12	20616.55436	20616.55436	Line:4	True	True	273.3247336
ho738	AGREE	OK	OK	4	4	4	1.464821e-14	1.464821e-14	10111.5	8423.371638	8423.371638	Line:4	True	True	179.8736501
ho739	TESSELLATION	OK	OK	250	134	60	4.041728e-03	3.345972e-03	13656.9526	10220.25542	10219.25465	BSpline:8	False	False	269.2047677
ho741	AGREE	OK	OK	1116	48	48	1.171857e-13	1.163751e-13	19950.02252	16890.60421	16890.60421	BSpline:48	False	True	269.0683056
ho744	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	19248.58	16474.28004	16474.28004	Line:4	True	True	205.9508194
ho745	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	20028.5	16503.53886	16503.53886	Line:4	True	True	228.7961101
ho749	AGREE	OK	OK	1116	48	48	1.034566e-13	1.004859e-13	16428.22495	13915.41139	13915.41139	BSpline:48	False	True	242.408826
ho752	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	27074.87	22332.97805	22332.97805	Line:4	True	True	267.5689444
ho753	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	11762.64	9868.804389	9868.804389	Line:4	True	True	165.5914551
ho757	TESSELLATION	OK	OK	1065	83	49	4.328596e-03	4.328596e-03	14520.2548	12231.60302	12231.61687	Line:3|BSpline:46	False	False	229.6443506
ho760	TESSELLATION	OK	OK	254	710	20	7.436674e-02	3.102020e-03	12304.13315	7837.527162	7838.550803	Line:5|Circle:11	False	False	219.1193739
ho761	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	19083.6	16239.74356	16239.74356	Line:4	True	True	215.459625
ho762	TESSELLATION	OK	OK	100	260	8	7.589852e-03	1.520480e-03	13218.95556	10850.75666	10850.42875	Line:4|Circle:4	False	False	196.4357461
ho765	AGREE	OK	OK	1124	48	48	1.109903e-13	1.009871e-13	17534.19948	14927.25366	14927.25366	BSpline:48	False	True	255.1180093
ho768	TESSELLATION	OK	OK	222	667	15	8.107601e-02	2.652078e-03	20944.68469	14317.88509	14319.35566	Line:5|Circle:8	False	False	287.0239885
ho769	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	17945.64	15021.4596	15021.4596	Line:4	True	True	223.715936
ho77	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	16900.96	14167.93711	14167.93711	Line:4	True	True	198.8378485
ho770	TESSELLATION	OK	OK	100	260	8	6.614901e-03	1.755139e-03	16168.22817	12995.99611	12995.83963	Line:4|Circle:4	False	False	224.168704
ho772	OPPOSITE_DIRECTION	OK	OK	24	256	1	3.672531e+00	3.501241e+00	1281.895435	1069.299566	1513.60787	Circle:1	False	False	181.1447592
ho777	TESSELLATION	OK	OK	24	512	1	4.122970e-01	1.594123e-03	7300.187864	6344.863557	6345.040009	Circle:1	False	False	166.3923977
ho78	AGREE	OK	OK	4	4	4	2.131628e-14	2.131628e-14	19088.16	16233.20421	16233.20421	Line:4	True	True	216.9491415
ho781	TESSELLATION	OK	OK	1045	83	49	6.630899e-03	6.630899e-03	24284.66858	20266.99474	20267.02042	Line:3|BSpline:46	False	False	292.6367065
ho783	TESSELLATION	OK	OK	287	788	17	1.974804e-01	6.821162e-03	11536.46304	7278.81978	7280.35652	Line:5|Circle:9	False	False	223.337995
ho784	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	17830.56	14766.89233	14766.89233	Line:4	True	True	217.617945
ho789	TESSELLATION	OK	OK	553	529	26	8.910422e-02	4.395318e-03	8674.419716	6347.599789	6348.792734	Line:4|Circle:1|BSpline:22	False	False	312.4639366
ho792	AGREE	OK	OK	4	4	4	4.263256e-14	4.263256e-14	38916.28	33543.28353	33543.28353	Line:4	True	True	296.6729007
ho793	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	15248.1	12714.07002	12714.07002	Line:4	True	True	198.1576393
ho795	OPPOSITE_DIRECTION	OK	OK	24	256	1	7.244063e+00	6.906569e+00	4976.408305	4150.173077	5877.030633	Circle:1	False	False	238.7584127
ho797	TESSELLATION	OK	OK	1009	81	47	6.877305e-03	6.877305e-03	32705.59573	27870.60904	27870.637	Line:3|BSpline:44	False	False	346.2637469
ho799	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	19715.86	16172.97283	16172.97283	Line:4	True	True	238.6530117
ho800	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	16074.24	13860.10212	13860.10212	Line:4	True	True	192.446564
ho801	TESSELLATION	OK	OK	253	213	72	5.745604e-03	2.970453e-03	19205.88858	14973.1703	14973.90831	BSpline:8	False	False	280.8944479
ho805	AGREE	OK	OK	1104	48	48	8.038873e-14	9.664426e-14	20578.21606	17282.51965	17282.51965	BSpline:48	False	True	285.966332
ho807	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	32463.36884	26796.53532	26796.53532	Line:4	True	True	291.4243298
ho809	AGREE	OK	OK	4	4	4	3.552714e-15	3.552714e-15	10582.48	8848.845951	8848.845951	Line:4	True	True	171.1286358
ho810	TESSELLATION	OK	OK	100	132	8	5.174965e-03	2.911032e-03	17525.87279	13519.42164	13519.27805	Line:4|Circle:4	False	False	273.6841969
ho815	TESSELLATION	OK	OK	129	387	6	8.859691e-02	3.927609e-03	8851.398985	6492.573862	6493.252947	Line:3|Circle:3	False	False	269.0738802
ho816	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	16682.97	13555.35842	13555.35842	Line:4	True	True	226.3028723
ho817	TESSELLATION	OK	OK	100	132	8	4.808052e-03	2.704635e-03	15299.72681	11789.42249	11789.30213	Line:4|Circle:4	False	False	255.5629565
ho82	AGREE	OK	OK	4	4	4	2.009718e-14	2.009718e-14	34451.2	29222.52891	29222.52891	Line:4	True	True	288.3112901
ho823	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	36223.7925	29836.66134	29836.66134	Line:4	True	True	299.3696043
ho824	AGREE	OK	OK	4	4	4	2.131628e-14	2.131628e-14	12993.48	11175.90243	11175.90243	Line:4	True	True	174.9909998
ho825	TESSELLATION	OK	OK	100	132	8	2.335248e-03	2.117342e-03	7774.796323	6134.811075	6134.665623	Line:4|Circle:4	False	False	166.2633336
ho826	OPPOSITE_DIRECTION	OK	OK	24	256	1	4.648355e+00	4.431302e+00	2058.874111	1717.854729	2430.514567	Circle:1	False	False	202.2877518
ho827	TESSELLATION	OK	OK	1061	83	49	6.043979e-03	6.043979e-03	26245.39962	21954.6426	21954.6696	Line:3|BSpline:46	False	False	303.5911735
ho83	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	7455.84	6256.416171	6256.416171	Line:4	True	True	144.0269419
ho830	AGREE	OK	OK	4	4	4	2.009718e-14	2.009718e-14	22479.1	18982.1039	18982.1039	Line:4	True	True	239.3572644
ho831	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	6900.6	5741.992498	5741.992498	Line:4	True	True	134.0543919
ho836	TESSELLATION	OK	OK	1025	81	47	4.556900e-03	4.556900e-03	13749.90352	11664.02259	11664.03486	Line:3|BSpline:44	False	False	227.2428912
ho839	TESSELLATION	OK	OK	325	956	15	7.316539e-02	2.580520e-03	10459.66714	5989.314417	5990.795194	Line:5|Circle:9	False	False	225.6740783
