Item,Name,Category,Subsystem,Material,Class,Qty,Unit_Mass_kg,Unit_Cost_USD,Ext_Mass_kg,Ext_Cost_USD,Supplier,Lead_Weeks,Sample_PartID
59,"OGV 4",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0004
60,"OGV 5",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0005
61,"OGV 6",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0006
62,"OGV 7",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0007
63,"OGV 8",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0008
64,"OGV 9",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0009
65,"OGV 10",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0010
66,"OGV 11",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0011
67,"OGV 12",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0012
68,"OGV 13",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0013
69,"OGV 14",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0014
70,"OGV 15",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0015
71,"OGV 16",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0016
72,"OGV 17",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0017
73,"OGV 18",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0018
74,"OGV 19",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0019
75,"OGV 20",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0020
76,"OGV 21",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0021
77,"OGV 22",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0022
78,"OGV 23",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0023
79,"OGV 24",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0024
80,"OGV 25",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0025
81,"OGV 26",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0026
82,"OGV 27",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0027
83,"OGV 28",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0028
84,"OGV 29",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0029
85,"OGV 30",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0030
86,"OGV 31",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0031
87,"OGV 32",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0032
88,"OGV 33",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0033
89,"OGV 34",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0034
90,"OGV 35",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0035
91,"OGV 36",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0036
92,"OGV 37",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0037
93,"OGV 38",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0038
94,"OGV 39",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0039
95,"OGV 40",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0040
96,"OGV 41",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0041
97,"OGV 42",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0042
98,"OGV 43",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0043
99,"OGV 44",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0044
100,"OGV 45",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0045
101,"OGV 46",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0046
102,"OGV 47",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0047
103,"OGV 48",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0048
104,"OGV 49",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0049
105,"OGV 50",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0050
106,"OGV 51",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0051
107,"OGV 52",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0052
108,"OGV 53",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0053
109,"OGV 54",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0054
110,"OGV 55",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0055
111,"OGV 56",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0056
112,"OGV 57",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0057
113,"OGV 58",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0058
114,"OGV 59",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0059
115,"OGV 60",FAN,OGV,"Composite Carbon-Epoxy",Class 2,1,1.907,419.63,1.907,419.63,"Hexcel",8,GE9X-FAN-OGV-0060
116,"Fan Frame Strut 1",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0001
117,"Fan Frame Strut 2",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0002
118,"Fan Frame Strut 3",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0003
119,"Fan Frame Strut 4",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0004
120,"Fan Frame Strut 5",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0005
121,"Fan Frame Strut 6",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0006
122,"Fan Frame Strut 7",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0007
123,"Fan Frame Strut 8",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0008
124,"Fan Frame Strut 9",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0009
125,"Fan Frame Strut 10",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0010
126,"Fan Frame Strut 11",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0011
127,"Fan Frame Strut 12",FAN,STR,"Titanium Ti-6Al-4V",Class 2,1,19.736,1282.82,19.736,1282.82,"TIMET",8,GE9X-FAN-STR-0012
128,"Fan Frame Inner Ring",FAN,RNG,"Titanium Ti-6Al-4V",Class 2,1,24.673,1603.71,24.673,1603.71,"TIMET",8,GE9X-FAN-RNG-0003
129,"Fan Frame Outer Ring",FAN,RNG,"Titanium Ti-6Al-4V",Class 2,1,91.576,5952.41,91.576,5952.41,"TIMET",8,GE9X-FAN-RNG-0004
130,"Fan Blade 1 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0001
131,"Fan Blade 1 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0002
132,"Fan Blade 2 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0003
133,"Fan Blade 2 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0004
134,"Fan Blade 3 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0005
135,"Fan Blade 3 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0006
136,"Fan Blade 4 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0007
137,"Fan Blade 4 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0008
138,"Fan Blade 5 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0009
139,"Fan Blade 5 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0010
140,"Fan Blade 6 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0011
141,"Fan Blade 6 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0012
142,"Fan Blade 7 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0013
143,"Fan Blade 7 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0014
144,"Fan Blade 8 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0015
145,"Fan Blade 8 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0016
146,"Fan Blade 9 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0017
147,"Fan Blade 9 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0018
148,"Fan Blade 10 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0019
149,"Fan Blade 10 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0020
150,"Fan Blade 11 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0021
151,"Fan Blade 11 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0022
152,"Fan Blade 12 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0023
153,"Fan Blade 12 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0024
154,"Fan Blade 13 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0025
155,"Fan Blade 13 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0026
156,"Fan Blade 14 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0027
157,"Fan Blade 14 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0028
158,"Fan Blade 15 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0029
159,"Fan Blade 15 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0030
160,"Fan Blade 16 Pin 1",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0031
161,"Fan Blade 16 Pin 2",FAN,PIN,"Steel AISI 4340",Class 3,1,0.123,0.74,0.123,0.74,"Carpenter Technology",2,GE9X-FAN-PIN-0032
162,"LPC Stator S1-1",LPC,STA,"Titanium Ti-6Al-4V",Class 3,1,0,0,0,0,"TIMET",4,GE9X-LPC-STA-0001
163,"LPC Stator S1-2",LPC,STA,"Titanium Ti-6Al-4V",Class 3,1,0,0,0,0,"TIMET",4,GE9X-LPC-STA-0002
164,"LPC Stator S1-3",LPC,STA,"Titanium Ti-6Al-4V",Class 3,1,0,0,0,0,"TIMET",4,GE9X-LPC-STA-0003
165,"LPC Stator S1-4",LPC,STA,"Titanium Ti-6Al-4V",Class 3,1,0,0,0,0,"TIMET",4,GE9X-LPC-STA-0004
166,"LPC Stator S1-5",LPC,STA,"Titanium Ti-6Al-4V",Class 3,1,0,0,0,0,"TIMET",4,GE9X-LPC-STA-0005
